Date,Timefile,Time,Frame,Size (cm),Direction,Notes
July 9,02:50,02:52:13,618/2803,73,DS,
July 9,02:50,02:52:23,664/2803,88,up,
July 9,02:50,02:54:39,1298/2803,88,DS,
July 9,02:50,02:54:59,1396/2803,72,up,
July 9,02:50,02:57:18,2045/2803,52,up,
July 9,02:50,02:58:12,2299/2803,72,DS,
July 9,02:50,02:58:56,2508/2803,71,↻,
July 9,02:40,02:40:21,80/2791,55,DS,
July 9,02:40,02:41:11,319/2791,51,up,
July 9,02:40,02:43:47,1040/2791,79,up,
July 9,02:40,02:44:22,1208/2791,73,↻,
July 9,02:40,02:47:14,2014/2791,48,up,
July 9,02:40,02:47:55,2204/2791,94,up,
July 9,02:40,02:48:36,2550/2791,58,DS,
July 9,02:40,02:49:08,2550/2791,45,up,
July 9,02:40,02:49:17,2595/2791,44,up,
July 9,02:40,02:49:14,2579/2791,88,up,
July 9,03:40,03:41:15,339/2783,70,↻,
July 9,03:40,03:42:32,696/2783,60,up,
July 9,03:40,03:45:19,1477/2783,55,up,
July 9,03:40,03:46:29,1803/2783,66,DS,
July 9,03:30,03:37:35,2108/2777,47,up,
July 9,03:30,03:39:53,2748/2777,53,up,
July 9,04:30,04:30:42,187/2761,55,up,
July 9,04:30,04:31:09,310/2761,93,up,
July 9,04:30,04:32:20,632/2761,64,up,
July 9,04:30,04:32:32,688/2761,59,DS,
July 9,04:30,04:33:18,901/2761,78,up,
July 9,04:30,04:38:11,2263/2761,73,DS,
July 9,04:30,04:38:36,2372/2761,64,DS,
July 9,04:50,04:50:14,52/2789,64,up,
July 9,04:50,04:53:15,899/2789,87,up,
July 9,04:50,04:53:55,1084/2789,64,DS,
July 9,04:50,04:56:29,1802/2789,62,up,
July 9,04:50,04:58:16,2304/2789,92,DS,
July 9,04:50,04:59:23,2619/2789,90,up,
July 9,05:00,05:01:35,437/2794,91,DS,
July 9,05:00,05:02:34,709/2794,101,up,
July 9,05:00,05:04:00,1113/2794,81,up,
July 9,05:00,05:07:05,1984/2794,47,up,
July 9,05:00,05:07:05,1984/2794,66,up,
July 9,05:00,05:09:37,2689/2794,53,up,
July 9,05:00,05:09:37,2689/2794,56,up,
July 9,05:00,05:09:37,2689/2794,40,up,
July 9,05:10,05:11:48,492/2791,62,DS,
July 9,05:10,05:18:15,2297/2791,71,DS,
July 9,11:10,11:18:33,2370/2764,50,up,
July 9,11:10,11:18:33,2370/2764,68,up,
July 9,14:40,14:42:17,613/2778,76,up,
July 9,15:20,15:24:43,1299/2780,58,up,
July 9,15:20,15:24:43,1299/2780,66,up,
July 9,18:10,18:18:28,2337/2750,79,up,
July 9,18:10,18:18:28,2337/2750,68,up,
July 9,18:10,18:18:28,2337/2750,67,up,
July 9,18:10,18:18:28,2337/2750,76,up,
July 9,22:40,22:45:44,1588/2768,101,up,
July 9,22:40,22:47:32,2081/2768,102,DS,
July 9,22:40,22:47:54,2190/2768,102,up,
July 9,22:40,22:48:05,2242/2768,56,up,
July 9,22:40,22:48:05,2242/2768,61,up,
July 9,22:40,22:48:17,2299/2768,49,up,
July 9,22:40,22:48:17,2299/2768,58,up,
July 9,22:10,22:14:15,1165/2752,76,up,
July 9,23:00,23:05:40,1566/2763,53,up,
July 9,23:00,23:07:51,2163/2763,43,up,
July 9,23:00,23:07:51,2163/2763,50,up,
July 9,23:30,23:31:30,401/2773,48,up,
July 9,23:30,23:39:17,2567/2773,48,up,
July 10,00:40,00:44:42,1302/2751,47,up,
July 10,00:40,00:44:59,1371/2751,96,up,
July 10,00:40,00:47:09,1964/2751,79,DS,
July 10,00:40,00:47:26,2044/2751,69,up,
July 10,00:40,00:47:44,2125/2751,55,up,
July 10,00:40,00:47:53,2166/2751,109,up,
July 10,00:40,00:48:20,2300/2751,84,DS,
July 10,00:50,00:50:11,48/2769,91,up,
July 10,00:50,00:51:43,478/2769,93,DS,
July 10,00:50,00:53:13,888/2769,53,up,
July 10,00:50,00:53:13,888/2769,51,up,
July 10,00:50,00:53:36,996/2769,54,up,
July 10,00:50,00:53:45,1039/2769,53,up,
July 10,00:50,00:53:54,1082/2769,88,up,
July 10,00:50,00:54:38,1283/2769,55,up,
July 10,00:50,00:55:52,1627/2769,102,DS,
July 10,00:50,00:56:23,1766/2769,52,up,
July 10,00:50,00:56:31,1808/2769,96,up,
July 10,00:50,00:57:03,1961/2769,63,up,
July 10,00:50,00:58:09,2268/2769,84,↻,
July 10,00:50,00:58:04,2244/2769,68,up,
July 10,00:50,00:58:14,2295/2769,47,up,
July 10,00:50,00:59:23,2600/2769,102,DS,
July 10,00:50,00:59:43,2687/2769,46,up,
July 10,01:30,01:34:07,1144/2778,70,↻,
July 10,01:30,01:39:44,2703/2778,77,DS,
July 10,01:20,01:26:31,1792/2778,65,up,
July 10,01:20,01:28:28,2346/2778,55,up,
July 10,01:20,01:29:54,2741/2778,60,up,
July 10,02:20,02:24:48,1320/2767,54,up,
July 10,02:40,02:40:06,27/2776,56,up,
July 10,02:40,02:40:34,146/2776,49,up,
July 10,02:40,02:44:05,1140/2776,67,DS,
July 10,02:40,02:45:24,1507/2776,78,up,
July 10,02:40,02:45:00,1391/2776,45,up,
July 10,02:40,02:46:42,1863/2776,54,up,
July 10,02:40,02:49:35,2661/2776,56,up,
July 10,03:50,03:58:04,2232/2775,57,up,
July 10,03:00,03:01:37,441/2775,50,up,
July 10,03:00,03:07:56,2191/2775,50,up,
July 10,03:00,03:08:31,2344/2775,56,up,
July 10,04:50,04:50:04,861/2775,62,up,
July 10,04:50,04:53:08,677/2775,80,DS,
July 10,05:10,05:12:27,1638/2765,65,DS,
July 10,05:10,05:16:55,1877/2768,62,up,
July 10,05:10,05:19:15,2569/2768,66,DS,
July 10,05:20,05:20:10,44/2774,51,DS,
July 10,05:20,05:20:10,44/2774,61,DS,
July 10,05:20,05:23:34,990/2774,64,DS,
July 10,05:20,05:23:34,990/2774,60,DS,
July 10,05:20,05:25:53,1631/2774,58,up,
July 10,05:20,05:27:34,2088/2774,56,DS,
July 10,05:20,05:28:30,2350/2774,67,up,
July 10,05:20,05:29:17,2568/2774,57,up,
July 10,06:00,06:03:42,1013/2774,54,up,
July 10,06:00,06:03:42,1013/2774,48,up,
July 10,07:50,07:52:47,771/2768,48,up,
July 10,08:10,08:13:11,864/2755,51,up,
July 10,08:10,08:13:11,864/2755,45,up,
July 10,12:00,12:05:59,1671/2794,71,up,
July 10,12:00,12:05:59,1671/2794,65,up,
July 10,12:00,12:05:59,1671/2794,67,up,
July 10,12:00,12:05:59,1671/2794,57,up,
July 10,12:10,12:11:54,515/2786,46,↻,
July 10,12:10,12:17:15,2009/2786,51,↻,
July 10,12:10,12:19:50,2744/2786,53,↻,
July 10,14:20,14:25:27,1511/2772,52,up,
July 10,16:10,16:14:55,1360/2776,74,up,
July 10,16:10,16:14:55,1360/2776,84,up,
July 10,18:50,18:59:08,2556/2796,106,up,
July 10,23:20,23:28:27,2339/2772,46,up,
July 10,23:20,23:28:28,2343/2772,62,up,
July 10,23:20,23:29:53,2741/2772,52,up,
July 11,00:50,00:53:59,1109/2773,53,up,
July 11,00:50,00:54:51,1343/2773,45,DS,
July 11,00:50,00:57:26,2066/2773,48,up,
July 11,00:50,00:59:13,2562/2773,60,up,
July 11,00:20,00:20:14,54/2784,55,up,
July 11,00:20,00:20:37,168/2784,53,up,
July 11,00:20,00:20:48,217/2784,44,up,
July 11,00:20,00:20:52,237/2784,53,up,
July 11,00:20,00:21:33,427/2784,51,up,
July 11,00:20,00:21:52,519/2784,40,up,
July 11,00:20,00:22:30,695/2784,56,up,
July 11,00:20,00:23:33,985/2784,45,up,
July 11,00:20,00:23:43,1034/2784,58,up,
July 11,00:20,00:24:13,1175/2784,61,up,
July 11,00:20,00:26:53,1920/2784,64,DS,
July 11,00:20,00:28:41,2417/2784,67,up,
July 11,01:30,01:31:46,487/2756,49,DS,
July 11,01:30,01:31:53,518/2756,50,↻,
July 11,01:30,01:33:06,854/2756,56,up,
July 11,01:30,01:37:10,1974/2756,52,up,
July 11,01:00,01:04:25,880/2416,48,up,
July 11,01:00,01:05:34,1198/2416,56,↻,
July 11,01:00,01:07:09,1635/2416,48,up,
July 11,01:00,01:07:18,1671/2416,57,up,
July 11,02:00,02:02:06,573/2761,59,up,
July 11,02:00,02:03:07,855/2761,46,up,
July 11,02:00,02:06:59,1925/2761,56,up,
July 11,02:00,02:07:46,2138/2761,44,up,
July 11,02:00,02:56:17,1743/2761,49,up,
July 11,02:00,02:57:58,2205/2761,60,up,
July 11,03:40,03:44:02,1106/2765,59,up,
July 11,03:40,03:44:20,1190/2765,75,DS,
July 11,03:40,03:46:08,1692/2765,65,up,
July 11,03:40,03:46:32,1806/2765,58,up,
July 11,03:40,03:47:40,2119/2765,54,up,
July 11,03:40,03:49:33,2635/2765,51,up,
July 11,03:40,03:49:33,2635/2765,47,up,
July 11,03:10,03:14:37,1264/2753,46,up,
July 11,03:10,03:14:47,1308/2753,57,up,
July 11,03:10,03:15:00,1366/2753,52,up,
July 11,03:10,03:14:47,1583/2753,45,up,
July 11,03:10,03:18:07,2233/2753,42,up,
July 11,03:10,03:19:14,2541/2753,56,up,
July 11,03:10,03:19:18,2556/2753,53,up,
July 11,04:30,04:31:33,399/2712,55,up,
July 11,04:30,04:32:45,731/2712,58,up,
July 11,04:30,04:32:45,731/2712,53,up,
July 11,04:30,04:34:17,1154/2712,64,up,
July 11,04:30,04:38:31,2317/2712,45,up,
July 11,04:30,04:39:26,2561/2712,45,up,
July 11,04:00,04:05:16,1435/2742,56,up,
July 11,04:00,04:05:16,1435/2742,47,up,
July 11,04:00,04:05:20,1453/2742,42,up,
July 11,04:00,04:08:57,2460/2742,54,up,
July 11,04:00,04:09:47,2681/2742,44,up,
July 11,05:10,05:11:22,371/2746,90,up,
July 11,05:10,05:14:51,1327/2746,46,DS,
July 11,05:50,05:59:38,2652/2755,46,DS,
July 11,05:50,05:59:38,2652/2755,58,up,
July 11,06:30,06:31:12,330/2728,44,up,
July 11,16:20,16:26:02,1670/2760,68,up,
July 11,16:20,16:26:02,1670/2760,82,up,
July 11,18:30,18:30:52,232/2762,70,up,
July 11,18:30,18:30:52,232/2762,74,up,
July 11,18:30,18:30:52,232/2762,79,up,
July 11,19:40,19:43:47,1053/2762,57,up,
July 11,19:40,19:43:47,1053/2762,52,up,
July 11,22:50,22:54:15,1155/2757,49,up,
July 11,22:50,22:54:15,1155/2757,46,up,
July 11,22:50,22:54:15,1155/2757,46,up,
July 11,22:50,22:54:15,1155/2757,51,up,
July 11,22:50,22:54:15,1155/2757,50,up,
July 11,23:30,23:33:06,842/2755,43,up,
July 11,23:30,23:37:10,1975/2755,61,up,
July 11,23:30,23:38:53,2463/2755,49,up,
July 11,23:10,23:12:22,658/2740,46,up,
July 15,00:10,00:17:12,2003/2778,52,up,
July 15,00:50,00:55:21,1494/2788,58,DS,
July 15,00:50,00:55:55,1493/2788,50,up,
July 15,00:50,00:56:11,1730/2788,52,up,
July 15,00:50,00:57:51,2192/2788,93,DS,
July 15,01:30,01:30:31,142/2782,51,up,
July 15,01:30,01:33:02,840/2782,86,up,
July 15,01:30,01:33:33,991/2782,83,up,
July 15,01:30,01:37:46,2158/2782,41,up,
July 15,01:00,01:00:52,227/2775,58,up,
July 15,01:00,01:02:04,559/2775,46,up,
July 15,04:20,04:23:07,845/2759,54,up,
July 15,04:20,04:24:09,1120/2759,68,up,
July 15,04:20,04:24:30,1220/2759,45,up,
July 15,04:20,04:25:39,1548/2759,51,up,
July 15,04:00,04:07:12,1984/2747,82,up,
July 15,05:30,05:31:43,466/2779,76,up,
July 15,05:30,05:37:50,2175/2779,56,up,
July 15,06:50,05:21:57,530/2783,64,up,
July 15,06:50,05:27:44,2151/2782,47,up,
July 15,06:50,06:51:46,488/2778,46,up,
July 15,06:50,06:59:47,2720/2778,42,DS,
July 15,06:00,00:03:26,936/2764,52,up,
July 15,06:00,00:03:26,936/2764,44,up,
July 15,06:00,06:06:51,1890/2764,48,up,
July 15,07:00,07:03:20,911/2762,61,up,
July 15,07:00,07:03:56,1076/2762,48,up,
July 15,08:00,08:05:35,1550/2784,56,up,
July 15,08:30,08:31:21,364/2772,50,DS,
July 15,09:20,09:28:39,2389/2767,59,up,
July 15,09:20,09:28:39,2389/2767,53,up,
July 15,13:40,13:47:05,2032/2869,83,up,
July 15,16:30,16:30:03,12/2837,76,up,
July 15,16:30,16:31:25,400/2837,65,up,
July 15,16:30,16:31:25,400/2837,45,up,
July 15,16:30,16:31:25,400/2837,67,up,
July 15,17:50,17:58:53,2073/2837,66,up,
July 15,20:30,20:30:14,2537/2854,56,DS,
July 15,20:30,20:31:41,65/2829,72,up,
July 15,20:30,20:32:48,476/2829,41,up,
July 15,20:30,20:34:36,794/2829,46,up,
July 16,01:50,01:50:28,1300/2829,68,up,
July 16,01:50,01:56:24,126/2827,69,up,
July 16,01:50,01:56:29,1811/2827,73,up,
July 17,01:50,01:54:41,1832/2827,59,up,
July 17,03:30,03:32:23,670/2831,46,up,
July 17,03:30,03:35:03,1432/2831,75,DS,
July 17,03:30,03:36:27,1808/2831,130,DS,
July 17,04:40,04:40:52,230/2799,75,up,
July 17,04:40,04:45:26,1510/2799,46,DS,
July 17,06:40,06:49:25,2654/2805,66,DS,
July 17,06:40,06:49:25,2654/2805,85,DS,
July 17,06:30,06:30:25,111/2812,95,up,
July 17,06:30,06:32:49,787/2812,51,up,
July 17,06:30,06:33:23,953/2812,53,up,
July 17,06:30,06:33:23,953/2812,51,up,
July 17,06:30,06:33:49,1072/2812,69,DS,
July 17,06:30,06:37:47,2201/2812,48,up,
July 17,06:30,06:37:47,2201/2812,51,up,
July 17,06:30,06:39:01,2538/2812,92,up,
July 17,07:50,07:52:30,696/2820,80,up,
July 17,08:10,08:19:13,2618/2832,45,up,
July 17,08:10,08:19:13,2618/2832,47,up,
July 17,08:40,08:46:49,1917/2825,53,up,
July 17,08:40,08:47:02,1981/2825,47,up,
July 17,09:00,09:09:28,2677/2823,60,up,
July 17,09:00,09:09:28,2677/2823,66,up,
July 17,09:10,09:15:17,1489/2825,51,up,
July 17,09:10,09:15:17,1489/2825,53,up,
July 17,11:00,11:09:04,2566/2822,62,up,
July 17,12:30,12:35:45,1637/2850,59,up,
July 17,13:40,13:41:13,340/2844,68,up,
July 17,14:40,14:42:36,726/2832,70,up,
July 17,22:00,22:09:27,2702/2857,58,up,
July 18,04:40,04:43:36,1014/2806,56,up,
July 18,05:20,05:23:01,860/2828,42,up,
July 18,05:00,05:08:41,2449/2822,79,up,
July 18,05:00,05:09:01,2545/2822,73,up,
July 18,06:30,06:34:19,1222/2813,70,up,
July 18,07:10,07:10:56,254/2804,47,up,
July 18,07:10,07:10:56,254/2804,47,up,
July 18,09:50,09:51:24,389/2812,61,up,
July 18,09:50,09:52:47,777/2812,78,up,
July 18,09:50,09:52:47,777/2812,64,up,
July 18,22:00,22:06:24,1793/2810,44,DS,
July 19,01:20,01:22:20,660/2828,71,up,
July 19,02:50,02:51:33,431/2817,65,up,
July 19,03:10,03:11:17,357/2802,59,up,
July 19,03:10,03:12:52,807/2802,68,up,
July 19,03:10,03:14:35,1292/2802,69,up,
July 19,03:50,03:50:21,376/2825,50,DS,
July 19,06:40,06:42:49,784/2809,55,up,
July 19,06:40,06:49:39,2711/2809,74,up,
July 19,06:30,06:34:36,1298/2822,50,up,
July 19,08:10,08:15:07,1440/2836,56,up,
July 19,08:10,08:19:36,2723/2836,84,up,
July 19,09:40,09:47:57,224/2797,49,up,
July 19,09:00,09:02:04,566/2812,80,up,
July 19,09:00,09:06:11,1741/2812,59,up,
July 19,09:00,09:06:17,1767/2812,75,DS,
July 19,10:20,10:20:12,53/2808,61,up,
July 19,10:20,10:26:25,1811/2808,67,up,
July 19,11:50,11:51:47,493/2802,46,up,
July 19,11:50,11:55:42,1604/2802,77+,up,
July 19,11:50,11:57:08,2004/2802,52,up,
July 19,11:50,11:57:00,1963/2802,57,up,
July 19,12:50,12:44:06,1139/2804,58,up,
July 19,12:50,12:44:20,1204/2804,85,up,
July 19,12:50,12:47:24,2066/2804,54,up,
July 19,14:10,14:11:04,291/2800,59,up,
July 19,14:10,14:19:02,2540/2800,59,up,
July 19,14:20,14:27:03,1980/2803,48,up,
July 19,16:20,16:24:28,1235/2797,46,up,
July 19,17:20,17:20:37,166/2818,71,up,
July 19,20:30,20:37:56,2237/2819,60,up,
July 19,21:00,21:03:18,929/2815,65,up,
July 19,23:00,23:04:14,1187/2821,73,up,
July 20,04:40,04:43:08,887/2821,96,up,
July 20,05:20,05:29:20,2641/2825,45,up,
July 20,06:40,06:42:50,788/2800,89,up,
July 20,06:40,06:46:15,1755/2800,64,up,
July 20,07:10,07:13:42,1041/2821,131,DS,
July 20,09:50,09:58:46,2478/2822,53,up,
July 20,11:00,11:04:06,1158/2815,122,DS,
July 20,13:20,13:20:04,9/2830,63,up,
July 20,13:20,13:20:04,9/2830,56,up,
July 20,13:20,13:20:04,9/2830,67,up,
July 20,13:20,13:20:56,256/2830,65,up,
July 20,13:20,13:21:32,428/2830,57,up,
July 20,13:30,13:31:52,526/2837,92,up,
July 20,14:40,14:49:47,2770/2826,82,up,
July 20,14:40,14:49:52,2790/2826,50,up,
July 20,15:40,15:41:17,361/2832,86,up,
July 20,15:40,15:41:39,461/2832,68,up,
July 20,17:40,17:40:45,197/2819,65,up,
July 20,17:30,17:33:58,1121/2814,66,up,
July 20,17:30,17:38:53,2501/2814,50,up,
July 20,17:30,17:38:53,2501/2814,51,up,
July 20,19:50,19:53:32,993/2817,56,up,
July 20,19:10,19:15:59,1661/2803,67,up,
July 20,19:10,19:17:16,2023/2803,48,up,
July 20,19:10,19:17:16,2023/2803,53,up,
July 20,19:10,19:17:16,2023/2803,55,up,
July 20,20:20,20:25:40,1590/2810,46,up,
July 20,21:10,21:10:41,189/2791,48,up,
July 20,21:50,22:51:11,327/2812,52,up,
July 20,21:50,22:51:11,327/2812,49,up,
July 20,22:50,22:51:25,386/2812,47,up,
July 20,23:38,23:38:38,2429/2809,53,up,
July 20,23:38,23:39:03,2547/2809,57,up,
July 31,00:50,12:53:43,1028/2768,60,up,
July 31,00:50,12:54:08,1147/2768,71,up,
July 31,00:50,12:54:27,1234/2768,47,↻,
July 31,00:50,12:54:27,1234/2768,52,↻,
July 31,00:50,12:55:41,1579/2768,51,up,
July 31,00:50,12:57:49,2164/2768,63,↻,
July 31,00:30,12:33:20,926/2772,75,up,
July 31,00:30,12:35:18,1471/2772,54,up,
July 31,00:30,12:36:24,1773/2772,53,up,
July 31,01:10,01:10:24,102/2768,78,up,
July 31,01:10,01:10:30,129/2768,87,up,
July 31,01:10,01:11:01,279/2768,75,up,
July 31,01:10,01:11:26,393/2768,56,up,
July 31,01:10,01:14:40,1292/2768,67,DS,
July 31,01:10,01:15:45,1598/2768,66,up,
July 31,01:10,01:15:35,1555/2768,66,up,
July 31,01:10,01:17:43,2139/2768,54,up,
July 31,01:10,01:17:55,2185/2768,44,up,
July 31,01:35,01:34:48,1334/2764,42,↻,
July 31,01:35,01:36:22,1753/2764,46,up,
July 31,01:35,01:36:40,1837/2764,43,↻,
July 31,01:35,01:37:23,2030/2764,44,up,
July 31,01:35,01:37:23,2030/2764,59,up,
July 31,01:35,01:37:23,2030/2764,44,up,
July 31,01:35,01:37:50,2159/2764,48,up,
July 31,01:35,01:38:23,2310/2764,71,↻,
July 31,02:00,02:00:20,83/2768,74,↻,
July 31,02:00,02:07:11,1991/2768,60,up,
July 31,02:30,02:31:23,385/2792,46,up,
July 31,02:30,02:32:54,811/2792,45,up,
July 31,02:30,02:38:12,2290/2792,49,up,
July 31,02:30,02:39:58,2782/2792,63,up,
July 31,03:20,03:24:36,1284/2785,46,DS,
July 31,03:20,03:27:07,1976/2785,46,up,
July 31,03:20,03:29:30,2643/2785,55,↻,
July 31,03:20,03:29:30,2643/2785,58,↻,
July 31,03:20,03:29:47,2724/2785,48,↻,
July 31,03:20,03:29:52,2749/2785,51,↻,
July 31,03:10,03:14:14,1161/2773,50,↻,
July 31,03:10,03:14:21,1196/2773,55,up,
July 31,03:10,03:15:19,1250/2773,79,up,
July 31,03:10,03:15:19,1468/2773,44,up,
July 31,03:10,03:14:41,2125/2773,49,up,
July 31,04:00,04:04:52,1361/2787,42,DS,
July 31,04:00,04:09:10,2561/2787,51,↻,
July 31,04:00,04:09:39,2699/2787,49,↻,
July 31,04:00,04:09:40,2610/2787,48,up,
July 31,04:10,04:11:12,331/2776,68,up,
July 31,04:10,04:14:08,1142/2776,58,up,
July 31,04:10,04:18:02,2225/2776,92,up,
July 31,05:20,05:20:37,160/2767,71,up,
July 31,05:20,05:20:52,236/2767,48,up,
July 31,05:20,05:21:13,338/2767,66,DS,
July 31,05:20,05:21:21,378/2767,55,DS,
July 31,05:20,05:21:36,451/2767,52,↻,
July 31,05:20,05:22:08,592/2767,45,DS,
July 31,05:20,05:22:08,592/2767,50,DS,
July 31,05:20,05:22:08,592/2767,49,DS,
July 31,05:20,05:22:58,812/2767,57,↻,
July 31,05:20,05:22:58,812/2767,47,↻,
July 31,05:20,05:23:26,947/2767,58,up,
July 31,05:20,05:23:53,1073/2767,54,up,
July 31,05:20,05:27:11,1985/2767,55,DS,
July 31,05:20,05:27:11,1985/2767,65,DS,
July 31,05:20,05:27:11,1985/2767,63,DS,
July 31,05:20,05:27:11,1985/2767,40,DS,
July 31,05:20,05:27:42,2127/2767,43,DS,
July 31,05:20,05:27:42,2127/2767,49,DS,
July 31,05:20,05:27:42,2127/2767,62,DS,
July 31,05:30,05:31:04,290/2763,NA,NA,
July 31,05:30,05:31:27,398/2763,36,DS,
July 31,05:30,05:31:27,398/2763,52,DS,
July 31,05:30,05:31:27,398/2763,30,DS,
July 31,05:30,05:31:27,398/2763,34,DS,
July 31,05:30,05:31:35,429/2763,55,DS,
July 31,05:30,05:32:00,549/2763,56,DS,
July 31,05:30,05:32:00,549/2763,52,up,
July 31,05:30,05:32:01,556/2763,45,up,
July 31,05:30,05:32:32,698/2763,56,DS,
July 31,05:30,05:32:49,774/2763,46,up,
July 31,05:30,05:33:23,938/2763,48,up,
July 31,05:30,05:33:23,938/2763,50,up,
July 31,05:30,05:34:27,1233/2763,44,up,
July 31,05:30,05:34:27,1233/2763,54,up,
July 31,05:30,05:35:43,1590/2763,47,up,
July 31,05:30,05:38:22,2308/2763,46,up,
July 31,05:30,05:38:22,2308/2763,58,up,
July 31,05:30,05:39:30,2623/2763,64,up,
July 31,06:10,06:10:35,157/2781,54,up,
July 31,06:10,06:10:35,157/2781,52,up,
July 31,06:10,06:10:35,157/2782,44,up,
July 31,06:10,06:10:35,157/2783,43,up,
July 31,06:10,06:12:41,751/2781,43,DS,
July 31,06:10,06:12:41,751/2781,51,DS,
July 31,06:10,06:12:46,772/2781,57,DS,
July 31,06:10,06:13:27,967/2781,39,↻,
July 31,06:10,06:13:27,967/2781,45,↻,
July 31,06:10,06:13:27,967/2781,50,↻,
July 31,06:10,06:16:06,967/2781,50,up,
July 31,06:10,06:16:55,1703/2781,45,↻,
July 31,06:10,06:16:55,1918/2781,52,↻,
July 31,06:10,06:18:51,1918/2781,53,↻,
July 31,06:10,06:19:07,2532/2781,61,DS,
July 31,06:10,06:19:07,2532/2781,47,DS,
July 31,06:40,06:40:00,-1000/0000,,,*
July 31,07:40,07:40:00,-1000/0000,small,,*
July 31,13:10,01:12:07,588/2793,50,up,
July 31,14:10,14:10:00,4/0000,sm.,DS,*
July 31,18:50,06:54:29,1245/2794,49,DS,
July 31,18:50,06:54:32,1259/2794,51,DS,
July 31,21:50,21:50:00,-1000/0000,sm.,up,*
July 31,22:10,22:10:00,-1000/0000,sm.,up,*
July 31,22:30,10:30:25,110/2817,65,DS,
July 31,22:30,10:30:25,110/2817,51,DS,
July 31,22:30,10:30:48,221/2817,48,DS,
July 31,22:30,10:30:48,221/2817,47,DS,
July 31,22:30,10:31:34,434/2817,58,up,
July 31,22:30,10:31:34,434/2817,42,up,
July 31,22:30,22:30:00,3/0000,sm.,DS,*
July 31,22:30,10:36:56,1948/2817,44,up,
July 31,22:30,10:39:41,2731/2817,55,up,
July 31,22:30,10:39:57,2805/2817,59,up,
July 31,23:10,11:11:17,352/2805,45,up,
July 31,23:10,11:15:16,1479/2805,49,up,
July 31,23:10,11:15:49,1633/2805,40,up,
July 31,23:10,11:17:47,2181/2805,52,up,
July 31,23:10,11:18:49,2474/2805,55,up,
July 31,23:10,11:18:49,2474/2805,54,up,
July 31,23:20,11:21:56,535/2801,44,up,
July 31,23:20,23:20:00,5/0000,sm.,up,*
July 31,23:20,11:27:31,1262/2801,45,up,
July 31,23:20,11:27:31,2021/2801,41,up,
July 31,23:20,11:29:29,2657/2801,52,up,
July 31,23:20,11:29:54,385/2810,45,up,
August 1,00:10,12:11:24,385/2810,48,up,
August 1,00:10,12:11:43,476/2810,51,up,
August 1,00:10,11:12:08,597/2810,53,up,
August 1,00:10,12:12:52,799/2810,44,up,
August 1,00:10,12:13:20,933/2810,54,up,
August 1,00:10,12:15:38,1580/2810,45,up,
August 1,00:10,12:15:38,1580/2810,40,up,
August 1,00:10,12:16:21,1784/2810,41,up,
August 1,00:10,12:16:37,1860/2810,61,up,
August 1,00:10,12:17:09,2005/2810,54,DS,
August 1,00:10,12:18:18,2330/2810,46,up,
August 1,00:10,12:19:23,2636/2810,54,DS,
August 1,00:40,12:44:03,1126/2807,65,up,
August 1,00:40,12:44:15,1185/2807,54,up,
August 1,00:40,12:46:05,1704/2807,62,up,
August 1,00:40,12:46:24,1794/2807,54,up,
August 1,00:40,12:47:15,2034/2807,65,up,
August 1,00:40,12:47:34,2127/2807,45,up,
August 1,00:40,12:47:35,2130/2807,45,up,
August 1,00:40,12:49:08,2559/2807,48,up,
August 1,00:40,12:49:23,2635/2807,56,up,
August 1,00:40,12:49:47,2749/2807,44,up,
August 1,01:00,01:00:19,86/2803,42,up,
August 1,01:00,01:01:05,295/2803,42,up,
August 1,01:00,01:02:09,596/2803,79,up,
August 1,01:00,01:02:35,722/2803,56,up,
August 1,01:00,01:04:02,1126/2803,52,up,
August 1,01:00,01:04:12,1174/2803,49,up,
August 1,01:00,01:04:33,1276/2803,49,up,
August 1,01:00,01:04:42,1322/2803,51,up,
August 1,01:00,01:04:42,1322/2803,41,up,
August 1,01:00,01:05:23,1508/2803,48,up,
August 1,01:00,01:05:23,1508/2803,57,up,
August 1,01:00,01:05:53,1652/2803,50,up,
August 1,01:00,01:07:25,2074/2803,78,up,
August 1,01:00,01:07:47,2179/2803,47,up,
August 1,01:00,01:09:28,2651/2803,79,up,
August 1,01:10,01:11:32,416/2806,84,up,
August 1,01:10,01:14:17,1199/2806,44,up,
August 1,01:10,01:14:42,1311/2806,54,up,
August 1,01:10,01:16:17,1760/2806,62,DS,
August 1,01:10,01:18:52,2491/2806,85,up,
August 1,01:10,01:19:05,2546/2806,46,up,
August 1,02:10,02:10:25,110/2803,53,up,
August 1,02:10,02:16:59,1953/2803,53,DS,
August 1,03:10,03:13:38,1015/2804,76,up,
August 1,03:10,03:18:15,2314/2804,64,up,
August 1,03:30,03:31:49,494/2806,49,up,
August 1,03:30,03:31:53,510/2806,50,up,
August 1,03:30,03:32:18,631/2806,44,DS,
August 1,03:30,03:35:55,1646/2806,47,up,
August 1,03:30,03:38:00,2237/2806,54,up,
August 1,03:30,03:39:27,2652/2806,49,up,
August 1,03:30,03:39:27,2652/2806,48,up,
August 1,04:40,04:41:28,400/2676,44,up,
August 1,04:40,04:42:16,594/2676,45,up,
August 1,04:40,04:42:16,594/2676,44,up,
August 1,04:40,04:43:11,824/2676,48,up,
August 1,04:40,04:43:34,923/2676,56,up,
August 1,04:40,04:43:45,979/2676,42,up,
