Date,Timefile,Time,Frame,Size (cm),Direction,Notes,
June 15,02:20,02:21:08,313/2846,54,up,,
June 15,02:20,02:23:04,865/2846,49,up,,
June 15,02:20,02:27:30,2130/2846,53,up,,
June 15,02:20,02:27:33,2147/2846,91,up,otter,
June 15,03:40,03:40:08,31/2853,46,up,,
June 15,03:40,03:46:03,1727/2853,53,up,,
June 15,03:40,03:46:34,1869/2853,49,up,,
June 15,03:40,03:47:16,2073/2853,53,up,,
June 15,03:40,03:48:31,2434/2853,59,up,,
June 15,03:40,03:49:37,2751/2853,45,up,,
June 15,03:10,03:12:56,826/2837,45,up,,
June 15,03:10,03:15:16,1495/2837,48,up,,
June 15,03:10,03:15:30,1554/2837,47,up,,
June 15,03:10,03:18:41,2466/2837,49,up,,
June 15,04:20,04:21:03,293/2849,96,up,otter,
June 15,04:20,04:24:10,1187/2849,53,up,,
June 15,04:20,04:27:26,2118/2849,49,up,,
June 15,04:20,04:29:11,2617/2849,45,up,,
June 15,04:20,04:29:12,2624/2849,48,up,,
June 15,04:30,04:30:14,88/2863,52,up,,
June 15,04:30,04:35:03,1448/2863,50,up,*note is illegible,
June 15,06:20,06:23:19,943/2858,53,up,,
June 15,06:20,06:23:19,943/2858,50,up,,
June 16,22:10,22:18:07,2317/2856,46,down,,
June 16,22:20,22:22:25,677/2840,54,up,,
June 17,00:40,00:40:43,201/2819,53,up,,
June 17,00:40,00:40:46,213/2819,56,up,,
June 17,00:40,00:41:29,417/2819,47,up,,
June 17,00:40,00:42:41,745/2819,49,up,,
June 17,00:40,00:42:20,1509/2819,48,up,,
June 17,00:40,00:46:18,1776/2819,57,up,,
June 17,00:40,00:46:59,1965/2819,50,up,,
June 17,00:40,00:47:34,2136/2819,50,up,,
June 17,00:40,00:47:57,2244/2819,60,up,,
June 17,00:00,00:04:18,1208/2845,50,up,,
June 17,00:00,00:05:04,1427/2845,45,up,,
June 17,00:00,00:05:18,1493/2845,48,up,,
June 17,00:00,00:08:10,2320/2845,47,up,,
June 17,00:00,00:09:24,2673/2845,45,up,,
June 17,01:30,01:34:35,1255/2836,47,up,,
June 17,01:30,01:34:35,1293/2836,48,↻,,
June 17,01:30,01:34:54,1402/2836,48,up,,
June 17,01:10,01:13:50,1090/2848,45,up,,
June 17,01:10,01:15:35,1596/2848,49,up,,
June 17,01:10,01:18:45,2503/2848,47,up,,
June 17,02:00,02:01:03,297/2834,49,up,,
June 17,02:00,02:09:46,2772/2838,53,↻,,
June 17,02:00,02:09:26,2676/2834,90,up,otter,
June 17,03:20,03:22:42,755/2830,45,up,,
June 17,03:20,03:23:41,1037/2830,49,up,,
June 17,03:20,03:29:00,2542/2830,45,up,,
June 17,04:50,04:50:02,5/2841,57,down,,
June 17,04:50,04:50:02,5/2841,58,down,,
June 17,04:50,04:50:33,154/2841,53,up,,
June 17,04:50,04:50:33,154/2841,48,down,,
June 17,04:50,04:50:33,154/2841,46,down,,
June 17,04:50,04:50:33,154/2841,45,down,,
June 17,04:50,04:50:33,154/2841,45,down,,
June 17,04:50,04:52:39,758/2841,54,down,,
June 17,04:50,04:52:39,758/2841,50,down,,
June 17,04:00,04:00:52,242/2849,57,up,,
June 17,04:00,04:00:52,242/2849,47,up,,
June 17,04:00,04:01:15,353/2849,56,down,,
June 17,04:00,04:01:15,353/2849,54,down,,
June 17,04:00,04:01:15,505/2849,56,up,,
June 17,04:00,04:01:15,505/2849,54,up,,
June 17,04:00,04:02:59,829/2849,51,up,,
June 17,04:00,04:02:56,839/2849,51,up,,
June 17,04:00,04:02:59,854/2849,50,up,,
June 17,04:00,04:03:02,866/2849,50,up,,
June 17,04:00,04:03:05,880/2849,59,up,,
June 17,04:00,04:03:20,952/2849,45,up,,
June 17,04:00,04:04:15,1215/2849,57,up,,
June 17,04:00,04:04:17,1223/2849,53,up,,
June 17,04:00,04:04:33,1302/2849,50,down,,
June 17,04:00,04:07:12,2055/2849,60,up,,
June 17,04:00,04:08:21,1386/2849,52,down,,
June 17,04:00,04:08:39,2467/2849,58,down,,
June 17,04:00,04:08:45,2498/2849,49,up,,
June 17,22:20,22:23:37,1582/2825,47,up,,
June 17,23:40,23:48:13,2314/2820,57,up,,
June 17,23:40,23:49:40,2724/2820,52,up,,
June 17,23:40,23:49:40,2724/2820,49,up,,
June 17,23:40,23:49:40,2724/2820,52,up,,
June 17,23:40,23:49:41,2731/2820,56,up,,
June 17,23:40,23:49:43,2739/2820,62,up,,
June 17,23:40,23:49:47,2762/2820,51,up,,
June 18,00:50,00:50:04,10/2833,47,down,,
June 18,00:50,00:55:12,1475/2833,45,down,,
June 18,00:50,00:55:53,1664/2833,58,up,,
June 18,00:50,00:56:17,1780/2833,57,down,,
June 18,00:50,00:56:17,1780/2833,59,down,,
June 18,00:50,00:56:28,1833/2833,57,up,,
June 18,00:50,00:56:42,1898/2833,49,up,,
June 18,00:50,00:56:52,1944/2833,50,up,,
June 18,00:50,00:59:55,2529/2833,52,up,,
June 18,00:30,00:30:36,171/2838,53,up,,
June 18,00:30,00:31:49,518/2838,47,up,,
June 18,00:30,00:32:07,589/2838,55,up,,
June 18,00:30,00:33:14,909/2838,47,up,,
June 18,00:30,00:33:29,985/2838,53,up,,
June 18,00:30,00:37:08,2025/2838,58,up,,
June 18,02:00,02:02:16,634/2809,52,up,,
June 18,02:00,02:02:20,653/2809,58,up,,
June 18,02:00,02:03:26,967/2809,52,up,,
June 18,02:00,02:05:04,1441/2809,53,up,,
June 18,02:00,02:06:19,1792/2809,60,up,,
June 18,02:00,02:08:52,2498/2809,75,up,,
June 18,02:30,02:34:49,1356/2823,54,up,,
June 18,02:30,02:36:38,1875/2823,52,up,,
June 18,02:30,02:36:55,1954/2823,57,up,,
June 18,02:30,02:37:23,2090/2823,56,up,,
June 18,02:30,02:37:28,2111/2823,49,up,,
June 18,03:40,03:40:44,203/2827,51,down,,
June 18,03:40,03:43:36,1014/2827,52,up,,
June 18,03:40,03:48:59,2545/2827,51,↻,,
June 18,03:40,03:48:59,2545/2827,49,↻,,
June 18,03:40,03:48:59,2545/2827,49,↻,,
June 18,03:40,03:48:59,2545/2827,46,up,,
June 18,03:40,03:49:52,2790/2827,60,up,,
June 18,03:40,03:49:52,2790/2827,48,up,,
June 18,03:50,03:51:17,363/2824,56,up,,
June 18,03:50,03:51:24,395/2824,58,down,,
June 18,03:50,03:54:04,1155/2824,50,up,,
June 18,03:50,03:58:38,2439/2824,45,up,,
June 18,04:20,04:20:01,1/2813,54,up,,
June 18,04:20,04:20:01,1/2813,45,up,,
June 18,04:20,04:21:41,460/2813,48,up,,
June 18,04:20,04:28:11,2295/2813,51,up,,
June 18,04:20,04:28:12,2304/2813,53,up,,
June 18,04:20,04:28:18,2328/2813,45,up,,
June 18,06:30,06:35:58,1689/2824,73,up,otter,
June 18,06:00,06:07:28,2122/2838,100,up,otter,
June 18,20:50,20:52:54,830/2850,74,down,otter,
June 18,22:50,22:51:30,419/2843,59,down,,
June 18,22:50,22:51:32,425/2843,52,down,,
June 18,22:50,22:51:33,431/2843,54,down,,
June 18,22:50,22:51:36,447/2843,45,down,,
June 18,23:50,23:52:21,663/2856,51,up,,
June 18,22:50,23:52:39,748/2856,50,up,,
June 18,22:50,23:52:57,837/2856,54,up,,
June 18,22:50,23:57:23,2113/2856,49,up,,
June 19,00:30,00:31:26,399/2844,48,up,,
June 19,00:30,00:32:11,613/2844,45,up,,
June 19,00:30,00:34:36,1312/2844,51,up,,
June 19,00:30,00:37:24,2109/2844,59,up,,
June 19,00:10,00:10:23,102/2858,58,up,,
June 19,00:10,00:10:54,245/2858,48,up,,
June 19,00:10,00:12:36,736/2858,55,up,,
June 19,00:10,00:12:55,824/2858,55,up,,
June 19,00:10,00:13:48,1081/2858,45,up,,
June 19,00:10,00:15:57,1697/2858,50,up,,
June 19,00:10,00:16:10,1759/2858,42,up,,
June 19,00:10,00:16:13,1772/2858,45,up,,
June 19,00:10,00:17:06,2027/2858,51,up,,
June 19,00:10,00:17:22,2100/2858,55,up,,
June 19,00:10,00:18:23,2396/2858,45,up,,
June 19,00:10,00:18:54,2544/2858,49,up,,
June 19,00:10,00:19:51,2819/2858,49,up,,
June 19,01:00,01:00:34,158/2857,48,up,,
June 19,01:40,01:46:42,1918/2859,70,up,,
June 19,02:40,02:42:22,667/2835,51,up,,
June 19,02:40,02:45:31,1569/2835,49,up,,
June 19,02:50,02:53:48,1069/2827,47,up,,
June 19,03:30,03:34:23,1244/2832,53,up,,
June 19,03:30,03:37:47,2201/2832,46,up,,
June 19,03:50,03:51:04,313/2850,54,up,,
June 19,03:50,03:57:22,2094/2850,45,up,,
June 19,03:50,03:54:23,2385/2850,48,up,,
June 19,04:00,04:02:36,731/2836,58,up,,
June 19,04:00,04:05:27,1549/2836,47,up,,
June 19,04:00,04:06:00,1705/2836,45,up,,
June 19,04:00,04:09:58,2829/2836,45,up,,
June 19,04:40,04:44:33,1293/2847,50,up,,
June 19,04:40,04:44:33,1293/2847,52,up,,
June 19,04:40,04:49:05,2587/2847,52,up,,
June 19,04:40,04:49:06,2593/2847,57,up,,
June 19,04:40,04:49:13,2624/2847,55,up,,
June 19,05:10,05:11:44,488/2835,48,down,,
June 19,05:10,05:15:05,1441/2835,50,up,,
June 19,05:10,05:17:56,2250/2835,51,up,,
June 19,05:10,05:18:09,2312/2835,49,up,,
June 19,05:10,05:19:33,2719/2835,56,up,,
June 19,05:40,05:43:34,1015/2857,50,up,,
June 19,05:40,05:43:36,1027/2857,45,up,,
June 19,06:20,06:21:51,547/2843,45,up,,
June 19,06:20,06:21:51,547/2843,46,up,,
June 19,02:50,20:52:06,588/2830,47,up,,
June 19,02:50,20:52:06,588/2830,49,up,,
June 19,02:50,20:52:08,599/2830,45,up,,
June 19,23:10,23:19:38,2720/2825,56,up,,
June 20,00:40,00:46:10,1748/2830,59,up,,
June 20,00:40,00:48:22,2379/2830,59,up,,
June 20,01:30,01:32:49,802/2849,45,↻,,
June 20,03:50,03:50:50,254/2812,45,up,,
June 20,04:00,04:01:51,526/2827,52,up,,
June 20,04:00,04:06:21,1809/2827,50,up,,
June 20,04:40,04:42:06,581/2829,49,up,,
June 20,04:40,04:44:10,1171/2829,46,up,,
June 20,05:10,05:13:46,1045/2793,51,up,,
June 20,05:10,05:18:48,2458/2793,53,up,,
June 20,22:30,22:34:00,1134/2834,46,up,,
June 20,22:30,22:34:00,1134/2834,45,up,,
June 20,22:30,22:34:00,1134/2834,47,up,,
June 20,22:30,22:34:00,1135/2834,47,up,,
June 20,22:30,22:34:05,1156/2834,47,up,,
June 20,23:30,23:33:33,1012/2838,77,up,,
June 20,23:30,23:35:17,1496/2838,48,up,,
June 21,01:30,01:31:04,296/2831,NA ,down,large blobs,
June 21,03:20,03:29:03,2558/2826,53,up,,
June 21,03:50,03:59:05,2582/2836,47,up,,
June 21,03:50,03:58:40,2458/2836,55,up,,
June 21,04:20,04:20:33,148/2812,54,up,,
June 21,04:20,04:27:38,2146/2812,45,up,,
June 21,04:40,04:46:05,1719/2830,48,up,,
June 21,05:50,05:50:02,6/2829,47,up,school of small,
June 21,05:50,05:53:28,984/2829,57,up,,
June 21,05:50,05:53:28,984/2829,48,up,,
June 21,05:50,05:53:28,984/2829,49,up,,
June 21,05:50,05:54:19,1215/2829,57,up,,
June 21,05:50,05:57:30,2126/2829,49,up,,
June 21,05:30,05:33:40,1031/2840,45,up,,
June 21,05:30,05:33:40,1031/2840,59,up,,
June 21,21:00,21:01:51,523/2830,95,up,otter,
June 21,23:40,23:45:52,1671/2835,54,up,,
June 21,23:40,23:47:16,2067/2835,45,up,,
June 21,23:40,23:49:53,2804/2835,54,up,,
June 22,00:10,00:10:45,201/2829,47,up,,
June 22,00:10,00:11:13,337/2825,55,up,,
June 22,00:10,00:11:38,454/2829,49,up,,
June 22,00:10,00:12:42,737/2829,45,up,,
June 22,00:10,00:13:21,946/2829,53,up,,
June 22,00:10,00:14:40,1318/2829,45,up,,
June 22,00:10,00:17:29,2114/2829,49,up,,
June 22,00:10,00:17:52,2210/2829,70,down,,
June 22,00:10,00:18:21,2361/2829,54,up,,
June 22,00:50,00:50:35,161/2823,54,up,,
June 22,00:50,00:54:12,1190/2823,53,up,,
June 22,00:50,00:56:12,1752/2823,49,up,,
June 22,01:20,01:20:05,21/2809,52,up,,
June 22,01:20,01:22:04,575/2809,50,up,,
June 22,01:20,01:23:07,875/2809,45,up,,
June 22,01:20,01:28:01,2259/2809,59,down,,
June 22,01:20,01:28:25,2377/2809,59,up,,
June 22,01:20,01:29:02,2538/2809,56,↺,,
June 22,01:40,01:40:56,263/2816,45,up,,
June 22,01:40,01:48:09,2296/2816,58,up,,
June 22,02:20,02:22:06,595/2821,52,up,,
June 22,02:20,02:22:47,784/2821,59,up,,
June 22,02:30,02:33:35,1005/2795,48,up,,
June 22,02:30,02:39:37,2684/2795,45,up,,
June 22,02:30,02:39:43,2713/2795,45,↺,,
June 22,03:50,03:51:07,311/2814,57,up,,
June 22,03:50,03:53:53,1091/2814,54,up,,
June 22,03:50,03:55:11,1464/2814,52,up,,
June 22,03:50,03:55:29,1549/2814,58,up,,
June 22,03:50,03:55:31,1537/2814,51,up,,
June 22,03:10,03:14:06,1156/2818,50,up,,
June 22,03:10,03:17:12,2032/2818,61,up,,
June 22,04:20,04:22:55,820/2817,45,up,,
June 22,04:20,04:25:01,1410/2817,53,up,,
June 22,04:20,04:28:06,2283/2817,50,up,,
June 22,04:30,04:35:21,1494/2804,53,up,,
June 22,04:30,04:35:38,1579/2804,54,up,,
June 22,06:10,06:19:21,2642/2823,51,up,,
June 22,22:40,22:43:58,1112/2818,46,up,,
June 22,23:20,23:29:59,2807/2811,53,up,,
June 22,23:50,23:50:13,55/2801,47,up,,
June 22,23:50,23:50:14,59/2801,46,up,,
June 22,23:50,23:51:19,62/2801,46,up,,
June 22,23:50,23:51:19,362/2801,50,up,,
June 22,23:50,23:51:20,369/2801,51,up,,
June 22,23:50,23:52:42,756/2801,55,up,,
June 22,23:50,23:54:07,1149/2801,48,up,,
June 22,23:50,23:54:31,1260/2801,54,up,,
June 22,23:50,23:54:31,1260/2801,56,up,,
June 22,23:50,23:54:34,1271/2801,54,up,,
June 22,23:50,23:54:35,1279/2801,53,up,,
June 22,23:50,23:56:05,1693/2801,50,up,,
June 22,23:50,23:56:06,1699/2801,58,up,,
June 22,23:50,23:56:06,1699/2801,50,up,,
June 22,23:50,23:56:07,1703/2801,46,up,,
June 22,23:50,23:57:22,2057/2801,49,up,,
June 22,23:50,23:57:22,2057/2801,50,up,,
June 22,23:50,23:57:25,2013/2801,48,up,,
June 22,23:50,23:59:09,2569/2801,54,up,,
June 23,00:00,00:03:49,1077/2816,52,up,,
June 23,00:00,00:06:09,1731/2816,48,up,,
June 23,00:00,00:06:13,1750/2816,49,up,,
June 23,00:00,00:06:17,1768/2816,51,down,,
June 23,00:00,00:06:18,1774/2816,54,up,,
June 23,00:00,00:08:20,2348/2816,68,up,,
June 23,00:00,00:08:50,2489/2816,48,up,,
June 23,00:00,00:09:17,2611/2816,45,up,,
June 23,00:00,00:09:17,2611/2816,45,up,,
June 23,00:00,00:09:18,2615/2816,48,up,,
June 23,00:00,00:09:36,2701/2816,47,up,,
June 23,00:30,00:32:12,620/2819,49,up,,
June 23,00:30,00:33:40,1034/2819,45,up,,
June 23,00:30,00:34:03,1142/2819,46,up,,
June 23,00:30,00:36:01,1690/2819,45,up,,
June 23,01:20,01:20:29,133/2839,52,up,,
June 23,01:20,01:21:51,526/2839,54,up,,
June 23,01:20,01:22:41,759/2839,56,up,,
June 23,02:20,02:21:25,399/2832,48,up,,
June 23,02:20,02:23:18,931/2832,45,up,,
June 23,02:20,02:23:30,984/2832,45,up,,
June 23,02:20,02:23:43,1043/2832,53,up,,
June 23,02:20,02:24:23,1231/2832,45,up,,
June 23,02:20,02:27:45,2193/2832,55,up,,
June 23,02:20,02:27:58,2257/2832,53,up,,
June 23,02:00,02:00:11,48/2809,57,up,,
June 23,02:00,02:01:19,369/2809,51,up,,
June 23,02:00,02:03:02,854/2809,54,up,,
June 23,02:00,02:06:35,1848/2809,45,up,,
June 23,03:00,03:04:59,1402/2820,45,up,,
June 23,03:40,03:41:24,391/2821,57,up,,
June 23,03:40,03:41:32,426/2821,58,up,,
June 23,03:40,03:48:03,2272/2821,50,up,,
June 23,03:40,03:49:23,2646/2821,61,up,,
June 23,04:30,04:32:33,710/2820,51,up,,
June 23,04:30,04:32:35,718/2820,54,up,,
June 23,04:30,04:36:10,1735/2820,45,down,,
June 23,04:40,04:43:19,916/2795,50,up,,
June 23,04:40,04:43:22,928/2795,55,up,,
June 23,04:40,04:43:22,929/2795,56,up,,
June 23,04:40,04:45:35,1558/2795,69,up,,
June 23,05:30,05:31:02,274/2793,51,up,,
June 23,05:30,05:31:02,274/2793,56,up,,
June 23,05:30,05:34:54,1633/2739,57,up,,
June 23,05:30,05:34:54,1633/2739,49,up,,
June 23,05:30,05:34:54,1633/2739,50,up,,
June 23,05:30,05:34:54,1633/2739,52,up,,
June 23,05:30,05:34:54,1633/2739,45,up,,
June 23,05:10,05:11:49,515/2807,47,up,,
June 23,05:10,05:11:49,515/2807,45,up,,
June 23,05:10,05:11:49,515/2807,45,up,,
June 23,05:10,05:11:49,515/2807,45,up,,
June 23,05:10,05:14:41,1324/2827,47,down,,
June 23,05:10,05:14:41,1324/2827,45,down,,
June 23,05:10,05:14:41,1324/2827,45,down,,
June 23,05:10,05:14:41,1324/2827,45,down,,
June 23,22:50,22:50:51,230/2826,13 x 50,up,,
June 23,23:30,23:37:31,2109/2798,48,up,,
June 24,00:10,00:10:49,227/2831,45,up,,
June 24,00:10,00:12:52,813/2831,49,up,,
June 24,00:10,00:13:05,875/2831,49,↺,,
June 24,00:10,00:13:18,929/2831,50,up,,
June 24,00:10,00:13:27,971/2831,53,up,,
June 24,00:10,00:13:52,1091/2831,50,up,,
June 24,00:10,00:14:18,1216/2831,51,up,,
June 24,00:10,00:15:06,1445/2831,45,up,,
June 24,00:10,00:15:10,1465/2831,45,up,,
June 24,00:10,00:15:10,1517/2831,46,up,,
June 24,00:10,00:15:35,1576/2831,46,up,,
June 24,00:10,00:15:38,1589/2831,45,up,,
June 24,00:30,00:30:52,233/2831,49,up,,
June 24,00:30,00:31:35,436/2831,48,up,,
June 24,00:30,00:32:00,556/2831,57,up,,
June 24,00:30,00:33:15,913/2831,45,up,,
June 24,00:30,00:33:35,1011/2831,47,up,,
June 24,00:30,00:35:02,1421/2831,58,up,,
June 24,00:30,00:35:56,1679/2831,47,up,,
June 24,00:30,00:36:14,1767/2831,52,up,,
June 24,00:30,00:36:28,1833/2831,57,up,,
June 24,01:40,01:42:55,824/2829,48,up,,
June 24,01:40,01:42:55,824/2829,54,up,,
June 24,01:40,01:43:10,898/2829,48,up,,
June 24,01:40,01:44:08,1170/2829,46,up,,
June 24,01:40,01:44:09,1174/2829,52,up,,
June 24,01:40,01:44:18,1221/2829,47,up,,
June 24,01:40,01:46:54,1951/2829,53,up,,
June 24,01:40,01:47:05,2003/2829,45,up,,
June 24,01:40,01:48:33,2423/2829,45,up,,
June 24,01:40,01:49:20,2641/2829,47,up,,
June 24,01:40,01:49:36,2722/2829,48,up,,
June 24,01:40,01:21:25,393/2837,51,up,,
June 24,01:20,01:22:57,832/2837,47,up,,
June 24,01:20,01:23:03,861/2837,45,up,,
June 24,01:20,01:23:13,902/2837,45,up,,
June 24,01:20,01:24:18,1212/2837,49,up,,
June 24,01:20,01:25:25,1535/2837,53,up,,
June 24,01:20,01:25:31,1562/2837,45,up,,
June 24,01:20,01:26:09,1748/2837,51,up,,
June 24,01:20,01:28:10,2323/2837,45,up,,
June 24,01:20,01:28:52,2516/2837,46,up,,
June 24,01:20,01:29:13,2620/2837,57,up,,
June 24,02:20,02:27:27,2115/2836,48,up,,
June 24,02:10,02:10:10,43/2828,54,up,,
June 24,02:10,02:15:26,1533/2828,45,up,,
June 24,02:10,02:16:38,1874/2828,45,up,,
June 24,02:10,02:16:41,1891/2828,45,up,,
June 24,02:10,02:17:13,2039/2828,45,up,,
June 24,02:10,02:18:01,2262/2828,47,↻,,
June 24,03:10,03:10:13,52/2826,55,up,,
June 24,03:10,03:11:15,348/2826,50,up,,
June 24,03:10,03:12:54,809/2826,51,up,,
June 24,03:10,03:17:22,2079/2826,67,up,,
June 24,03:10,03:19:18,2628/2826,53,up,,
June 24,03:00,03:02:32,716/2823,58,up,,
June 24,03:00,03:03:39,1031/2823,59,up,,
June 24,03:00,03:09:56,2809/2823,58,up,,
June 24,04:10,04:11:38,454/2820,51,up,,
June 24,04:10,04:16:51,1936/2828,58,up,,
June 24,04:10,04:17:00,1972/2820,51,up,,
June 24,04:10,04:17:08,2011/2820,45,up,,
June 24,04:10,04:17:12,2032/2820,46,up,,
June 24,04:10,04:17:24,2090/2820,45,up,,
June 24,04:10,04:17:46,2198/2820,47,down,,
June 24,04:10,04:17:48,2209/2820,49,↺,,
June 24,04:10,04:17:48,2209/2820,48,↺,,
June 24,04:50,04:53:13,828/2829,76,down,otter,
June 24,04:50,04:54:33,1277/2829,69,down,,
June 24,04:50,04:55:30,1552/2829,68,up,,
June 24,04:50,04:56:10,1741/2829,55,down,,
June 24,04:50,04:57:23,2087/2829,71,down,,
June 24,22:40,22:47:51,2221/2823,51,up,,
June 24,23:50,23:50:41,180/2812,46,up,,
June 24,23:50,23:51:05,298/2812,45,up,,
June 24,23:50,23:51:44,478/2812,52,up,,
June 24,23:50,23:51:44,478/2812,49,up,,
June 24,23:50,23:51:44,478/2812,49,up,,
June 24,23:50,23:52:06,585/2812,54,up,,
June 24,23:50,23:52:19,650/2812,49,up,,
June 24,23:50,23:52:25,675/2812,49,up,,
June 24,23:50,23:52:42,745/2812,46,up,,
June 24,23:50,23:53:35,998/2812,48,up,,
June 24,23:50,23:53:55,1086/2812,49,down,,
June 24,23:50,23:53:59,1105/2812,45,up,,
June 24,23:50,23:55:32,1550/2812,46,down,,
June 24,23:50,23:55:32,1550/2812,51,up,,
June 24,23:50,23:57:31,2114/2812,48,up,,
June 24,23:50,23:58:45,2464/2812,53,up,,
June 24,23:40,23:25:41,1609/2827,46,up,,
June 24,23:40,23:25:41,1609/2827,46,up,,
June 24,23:40,23:27:32,2131/2827,48,down,,
June 25,00:00,00:01:44,483/2823,57,up,,
June 25,00:00,00:02:58,832/2823,52,up,,
June 25,00:00,00:03:00,842/2823,45,up,,
June 25,00:00,00:04:28,1255/2823,47,up,,
June 25,00:00,00:04:58,1399/2823,46,up,,
June 25,00:00,00:05:14,1477/2823,47,up,,
June 25,00:00,00:05:18,1497/2823,45,up,,
June 25,00:00,00:07:34,2133/2823,49,up,,
June 25,00:00,00:08:53,2505/2823,50,up,,
June 25,00:40,00:42:01,565/2823,53,up,,
June 25,00:40,00:42:17,640/2823,49,up,,
June 25,00:40,00:42:55,822/2823,53,down,,
June 25,00:40,00:43:30,988/2823,47,down,,
June 25,00:40,00:43:34,1005/2823,58,up,,
June 25,00:40,00:43:46,1066/2823,47,up,,
June 25,00:40,00:44:11,1138/2823,57,up,,
June 25,00:40,00:45:34,1573/2823,57,up,,
June 25,00:40,00:46:23,1804/2823,54,up,,
June 25,00:40,00:47:25,2098/2823,52,up,,
June 25,00:40,00:47:27,2108/2823,55,up,,
June 25,00:40,00:47:27,2108/2823,55,up,,
June 25,00:40,00:49:08,2586/2823,50,up,,
June 25,00:40,00:49:33,2704/2823,51,up,,
June 25,00:40,00:49:52,2787/2823,54,up,,
June 25,01:20,01:21:42,476/2838,45,up,,
June 25,01:20,01:22:07,596/2838,57,up,,
June 25,01:20,01:25:10,1463/2838,45,up,,
June 25,01:20,01:27:20,2083/2838,49,up,,
June 25,01:50,01:53:02,838/2805,45,up,,
June 25,01:50,01:53:08,868/2805,45,up,,
June 25,01:50,01:54:41,1314/2805,56,up,,
June 25,01:50,01:54:49,1351/2805,49,up,,
June 25,01:50,01:57:02,1969/2805,50,up,,
June 25,01:50,01:59:31,2668/2805,52,up,,
June 25,02:00,02:01:06,302/2819,45,up,,
June 25,02:00,02:01:48,498/2819,56,down,,
June 25,02:00,02:02:26,681/2819,48,down,,
June 25,02:00,02:06:24,1802/2819,53,up,,
June 25,02:00,02:07:17,2047/2819,45,up,,
June 25,02:00,02:07:21,2070/2819,45,up,,
June 25,02:10,02:11:53,526/2818,57,up,,
June 25,02:10,02:11:58,550/2818,53,up,,
June 25,02:10,02:12:30,702/2818,60,up,,
June 25,02:10,02:12:52,807/2818,52,up,,
June 25,02:10,02:12:52,807/2818,58,up,,
June 25,02:10,02:13:06,877/2818,57,up,,
June 25,02:10,02:15:04,1429/2818,45,down,,
June 25,02:10,02:15:07,1446/2818,45,up,,
June 25,02:10,02:16:04,1713/2818,49,up,,
June 25,02:10,02:16:44,1900/2818,50,up,,
June 25,02:10,02:18:07,2292/2818,53,up,,
June 25,02:10,02:19:35,2706/2818,49,up,,
June 25,03:20,03:21:33,438/2810,51,up,,
June 25,03:20,03:23:12,899/2810,45,up,,
June 25,03:20,03:23:12,899/2810,54,up,,
June 25,03:20,03:24:01,1124/2810,47,up,,
June 25,03:20,03:24:01,1336/2810,48,down,,
June 25,03:20,03:24:59,1405/2810,55,NA,,
June 25,03:20,03:25:05,1425/2810,51,NA,,
June 25,03:20,03:25:11,1452/2810,56,NA,,
June 25,03:20,03:27:49,2192/2810,52,NA,,
June 25,03:20,03:28:55,2501/2810,57,NA,,
June 25,03:30,03:31:56,536/2824,56,NA,,
June 25,03:30,03:33:02,846/2824,57,NA,,
June 25,03:30,03:33:05,862/2824,58,up,,
June 25,03:30,03:34:27,1252/2824,59,up,,
June 25,03:30,03:36:31,1833/2824,51,NA,,
June 25,03:30,03:37:11,2019/2824,56,NA,,
June 25,03:30,03:37:32,2125/2824,58,NA,,
June 25,03:30,03:38:07,2285/2824,58,NA,,
June 25,03:30,03:38:56,2522/2824,52,up,,
June 25,03:30,03:39:20,2634/2824,50,NA,,
June 25,03:30,03:39:34,2699/2824,53,↻,,
June 25,04:00,04:07:05,2004/2837,56,up,,
June 25,04:20,04:20:17,75/2831,58,up,,
June 25,04:20,04:20:25,115/2831,52,up,,
June 25,04:20,04:20:25,149/2831,59,up,,
June 25,04:20,04:20:36,172/2831,55,up,,
June 25,04:20,04:21:23,391/2831,52,up,,
June 25,04:20,04:23:44,1060/2831,51,up,,
June 25,04:20,04:26:32,1852/2831,48,up,,
June 25,04:20,04:26:32,1852/2831,45,up,,
June 25,04:20,04:26:34,1869/2831,45,up,,
June 25,04:20,04:26:34,1869/2831,51,NA,,
June 25,04:20,04:26:34,1869/2831,49,NA,,
June 25,04:20,04:26:36,1871/2831,45,NA,,
June 25,04:20,04:26:39,1885/2831,50,NA,,
June 25,04:20,04:26:39,1885/2831,55,NA,,
June 25,04:20,04:26:41,1897/2831,45,up,,
June 25,05:20,05:20:06,21/2826,55,up,,
June 25,05:20,05:20:06,21/2826,45,up,,
June 25,05:20,05:20:06,21/2826,50,up,,
June 25,05:20,05:20:06,21/2826,45,up,,
June 25,05:20,05:22:09,599/2826,45,down,,
June 25,05:20,05:22:09,599/2826,57,down,,
June 25,05:20,05:22:09,599/2826,45,down,,
June 25,05:20,05:22:09,599/2826,49,down,,
June 25,05:50,05:53:01,843/2816,50,down,,
June 25,05:50,05:53:01,843/2816,45,down,,
June 25,05:30,05:53:01,843/2816,51,down,,
June 25,23:10,23:18:30,2362/2784,74,down,,
June 25,23:50,23:58:03,2247/2788,45,down,otter,
June 25,23:50,23:58:22,2328/2788,48,up,,
June 25,23:50,23:58:22,2328/2788,45,up,,
June 25,23:50,23:58:22,2328/2788,47,up,,
June 25,23:50,23:58:31,2342/2788,51,up,,
