Date,Timefile,Time,Frame,Size (cm),Direction,Notes
30-July,06:30,06:39:46,2730/2797,60,down,
30-July,07:20,07:20:24,111/2790,55,up,
30-July,07:20,07:20:13,57/2790,51,up,
30-July,07:20,07:20:13,56/2790,46,up,
30-July,07:20,07:20:13,59/2790,45,up,
30-July,07:20,07:20:14,62/2790,45,up,
30-July,07:20,07:20:14,62/2790,52,up,
30-July,07:20,07:20:18,81/2790,50,up,
30-July,07:20,07:21:53,532/2790,54,down,
30-July,07:20,07:21:53,532/2790,45,down,
30-July,07:20,07:21:53,532/2790,46,down,
30-July,07:20,07:21:53,532/2790,49,down,
30-July,07:20,07:21:53,532/2790,46,down,
30-July,07:20,07:21:54,537/2790,45,down,
30-July,07:20,07:21:56,543/2790,57,down,
30-July,07:20,07:21:58,553/2790,54,down,
30-July,07:20,07:21:58,553/2790,57,down,
30-July,07:20,07:21:59,554/2790,57,down,
30-July,07:20,07:23:17,923/2790,47,up,
30-July,07:20,07:24:09,1166/2790,76,up,
30-July,07:20,07:24:29,1260/2790,74,down,
30-July,07:20,07:24:33,1279/2790,51,up,
30-July,07:20,07:24:33,1279/2790,65,up,
30-July,07:20,07:24:32,1273/2790,54,up,
30-July,07:20,07:24:32,1276/2790,63,up,
30-July,08:10,08:10:21,90/2783,60,up,
30-July,09:10,09:19:22,2613/2788,89,up,
30-July,10:00,10:06:49,1895/2774,88,up,
30-July,10:00,10:06:49,1894/2774,66,up,
30-July,10:10,10:14:12,1157/2768,50,up,
30-July,10:10,10:14:12,1157/2768,58,up,
30-July,10:10,10:14:14,1164/2768,60,up,
30-July,10:10,10:14:13,1160/2768,48,up,
30-July,12:50,12:55:45,1615/2795,76,down,
30-July,12:50,12:55:49,1628/2795,52,down,
30-July,12:50,12:55:50,1631/2795,46,down,
30-July,12:50,12:59:10,2557/2795,54,up,
30-July,12:50,12:59:47,2737/2795,74,down,
30-July,12:50,12:59:56,2778/2795,63,up,
30-July,13:20,13:24:19,1208/2778,66,up,
30-July,13:50,13:24:26,1243/2778,55,up,
30-July,13:50,13:27:29,2076/2778,57,down,
30-July,13:50,13:27:29,2076/2778,56,down,
30-July,13:50,13:27:29,2076/2778,54,down,
30-July,13:50,13:51:19,359/2771,48,up,
30-July,13:50,13:51:19,359/2771,56,up,
30-July,13:50,13:51:36,438/2771,58,up,
30-July,13:50,13:51:38,447/2771,46,up,
30-July,13:50,13:52:23,659/2771,66,up,
30-July,13:50,13:55:32,1536/2771,74,up,
30-July,13:50,13:55:41,1579/2771,85,up,
30-July,13:50,13:55:54,1637/2771,58,up,
30-July,13:50,13:56:02,1672/2771,59,down,
30-July,13:50,13:56:36,1830/2771,55,up,
30-July,13:50,13:57:44,2138/2271,74,up,
30-July,13:50,13:58:28,2342/2271,82,up,
30-July,13:50,13:58:52,2459/2271,65,up,
30-July,13:50,13:59:19,2589/2771,86,up,
30-July,14:20,14:20:12,96/2783,77,up,
30-July,14:20,14:25:53,1643/2783,46,up,
30-July,14:20,14:26:34,1833/2783,51,up,
30-July,14:10,14:17:53,2198/2786,73,up,
30-July,14:10,14:17:59,2228/2786,63,up,
30-July,14:10,14:18:06,2258/2786,59,up,
30-July,14:10,14:19:02,2517/2786,74,down,
30-July,15:40,15:44:44,1301/2778,66,up,
30-July,15:40,15:46:32,1807/2778,68,up,
30-July,15:40,15:47:17,2019/2778,73,down,
30-July,15:20,15:20:07,29/2774,66,up,
30-July,15:20,15:20:07,29/2774,77,up,
30-July,16:10,16:14:25,1222/2779,61,up,
30-July,16:10,16:14:29,1238/2779,52,up,
30-July,16:10,16:16:28,1794/2779,80,up,
30-July,16:10,16:18:03,2239/2779,53,up,
30-July,16:10,16:18:04,2240/2779,47,up,
30-July,16:10,16:18:13,2275/2779,66,up,
30-July,16:10,16:18:13,2276/2779,63,up,
30-July,17:40,17:43:41,2331/2783,55,down,
30-July,17:40,17:43:41,1015/2757,55,up,
30-July,17:40,17:45:01,1015/2757,56,up,
30-July,17:40,17:45:01,1385/2757,56,up,
30-July,17:40,17:45:01,1385/2757,66,up,
30-July,17:40,17:45:31,1530/2757,64,down,
30-July,17:40,17:45:31,1529/2757,47,down,
30-July,17:40,17:45:33,1538/2757,51,down,
30-July,21:40,21:45:35,1547/2757,50,down,
30-July,21:40,21:45:35,1551/2757,70,down,
30-July,21:40,21:46:10,1696/2757,61,up,
30-July,21:40,21:47:04,1943/2757,60,up,
30-July,21:40,21:47:04,1943/2757,63,up,
30-July,21:40,21:47:40,2114/2757,61,up,
30-July,21:40,21:47:40,2114/2757,56,up,
30-July,21:40,21:49:34,2641/2757,72,up,
30-July,21:40,21:49:37,2656/2757,52,up,
30-July,21:40,21:49:55,2734/2757,58,up,
30-July,21:10,21:10:02,5/2778,53,up,
30-July,21:10,21:10:03,11/2778,45,up,
30-July,21:10,21:10:03,9/2778,46,up,
30-July,21:10,21:10:02,6/2778,50,up,
30-July,22:50,22:50:31,138/2795,89,down,
30-July,22:50,22:51:15,348/2795,57,up,
30-July,22:50,22:51:14,349/2795,53,up,
30-July,22:50,22:51:28,347/2795,54,up,
30-July,22:50,22:52:05,411/2795,55,up,
30-July,22:50,22:51:58,585/2795,61,up,
30-July,22:50,22:51:58,549/2795,52,up,
30-July,22:50,22:52:56,553/2795,59,up,
30-July,22:50,22:53:03,820/2795,75,up,
30-July,22:50,22:53:03,855/2795,48,up,
30-July,22:50,22:53:48,1057/2795,57,up,
30-July,22:50,22:53:56,1099/2795,57,up,
30-July,22:50,22:54:02,1126/2795,56,up,
30-July,22:50,22:54:30,1262/2795,86,up,
30-July,22:50,22:55:24,1517/2795,55,up,
30-July,22:50,22:55:24,1517/2795,56,up,
30-July,22:50,22:55:28,1533/2795,99,up,
30-July,22:50,22:56:07,1716/2795,58,up,
30-July,22:50,22:56:52,1916/2795,50,up,
30-July,22:50,22:56:41,1872/2795,51,up,
30-July,22:50,22:58:15,2300/2795,48,up,
30-July,22:50,22:59:00,2517/2795,63,up,
30-July,22:50,22:59:13,2572/2795,57,down,
30-July,22:50,22:58:56,2498/2795,52,up,
30-July,22:40,22:40:24,103/2764,55,up,
30-July,22:40,22:40:38,172/2764,47,up,
30-July,22:40,22:40:39,176/2764,45,up,
30-July,22:40,22:41:20,368/2764,52,up,
30-July,22:40,22:41:59,539/2764,47,down,
30-July,22:40,22:42:02,552/2764,51,down,
30-July,22:40,22:42:29,685/2764,50,up,
30-July,22:40,22:42:54,801/2764,48,up,
30-July,22:40,22:44:40,1295/2764,78,up,
30-July,22:40,22:44:16,1177/2764,63,down,
30-July,22:40,22:46:06,1694/2764,70,up,
30-July,22:40,22:46:41,1850/2764,53,up,
30-July,22:40,22:46:42,1858/2764,48,up,
30-July,22:40,22:46:45,1869/2764,47,up,
30-July,22:40,22:46:56,1906/2764,56,up,
30-July,22:40,22:46:56,1906/2764,48,up,
30-July,22:40,22:46:56,1908/2764,53,up,
30-July,22:40,22:46:56,1908/2764,58,up,
30-July,22:40,22:46:56,1906/2764,50,up,
30-July,22:40,22:46:56,1909/2764,51,up,
30-July,22:40,22:47:00,1930/2764,56,up,
30-July,22:40,22:47:16,2001/2764,54,up,
30-July,22:40,22:47:56,2182/2764,54,up,
30-July,22:40,22:48:59,2481/2764,62,up,
30-July,22:40,22:49:03,2501/2764,57,up,
30-July,22:40,22:49:23,2599/2764,50,up,
30-July,22:40,22:49:23,2599/2764,50,up,
30-July,22:40,22:49:23,2599/2764,61,up,
30-July,22:40,22:49:23,2599/2764,50,up,24
30-July,22:40,22:49:37,2657/2764,64,up,
30-July,22:40,22:49:42,2681/2764,49,up,
30-July,22:40,22:49:43,2683/2764,48,up,
30-July,23:00,23:00:13,49/2775,46,up,
30-July,23:00,23:00:33,144/2775,84,up,
30-July,23:00,23:00:46,206/2775,55,up,
30-July,23:00,23:00:49,255/2775,67,down,
30-July,23:00,23:01:27,397/2775,54,up,
30-July,23:00,23:01:29,405/2775,57,up,
30-July,23:00,23:01:45,483/2775,52,up,
30-July,23:00,23:01:47,493/2775,71,up,
30-July,23:00,23:02:28,678/2775,60,up,
30-July,23:00,23:03:06,865/2775,58,up,
30-July,23:00,23:03:06,865/2775,58,up,
30-July,23:00,23:03:21,929/2775,53,up,
30-July,23:00,23:02:56,813/2775,45,up,
30-July,23:00,23:03:13,897/2775,68,down,
30-July,23:00,23:03:14,899/2775,58,up,
30-July,23:00,23:03:22,937/2775,52,up,
30-July,23:00,23:03:38,1009/2775,56,up,
30-July,23:00,23:05:17,1472/2775,50,up,
30-July,23:00,23:05:38,1562/2775,45,up,
30-July,23:00,23:06:01,1676/2775,90,up,
30-July,23:00,23:06:49,1890/2775,49,up,
30-July,23:00,23:06:49,1893/2775,45,up,
30-July,23:00,23:07:01,1948/2775,49,up,
30-July,23:00,23:07:44,2142/2775,53,up,
30-July,23:00,23:07:56,2196/2775,68,up,
30-July,23:00,23:07:59,2211/2775,75,up,
30-July,23:00,23:08:20,2314/2775,77,down,
30-July,23:00,23:08:25,2338/2775,68,down,
30-July,23:00,23:08:31,2366/2775,69,up,
30-July,23:00,23:08:39,2405/2775,52,up,
30-July,23:00,23:09:07,2537/2775,50,down,
30-July,23:00,23:09:15,2569/2775,46,up,
30-July,23:00,23:09:37,2677/2775,49,up,
30-July,23:00,23:09:43,2704/2773,71,up,
30-July,23:20,23:20:08,37/2773,47,up,
30-July,23:20,23:20:36,156/2773,55,up,
30-July,23:20,23:21:35,440/2773,54,up,
30-July,23:20,23:22:01,560/2773,53,up,
30-July,23:20,23:23:01,843/2773,47,up,
30-July,23:20,23:23:09,884/2773,81,up,
30-July,23:20,23:23:42,1034/2773,52,up,
30-July,23:20,23:24:04,1137/2773,64,down,
30-July,23:20,23:25:20,1492/2773,49,up,
30-July,23:20,23:26:39,1847/2773,51,up,
30-July,23:20,23:27:03,1960/2773,72,up,
30-July,23:20,23:27:25,2051/2773,70,up,
30-July,23:20,23:28:16,2289/2773,58,up,
30-July,23:20,23:28:30,2354/2773,51,up,
30-July,23:20,23:28:38,2394/2773,46,up,
30-July,23:20,23:28:46,2432/2773,55,up,
30-July,23:20,23:29:47,2711/2773,49,up,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
30-July,22:10,,,,,
,,05:58:43,,,,
