convertedDate,frameNumber,Date,Timefile,Time,Frame,convertedTime,combinedDate,timeDiff,group,fileNameTimePrefix,fileNameDatePrefix,folderName
2020-07-04,1219,July 4,01:50,01:54:26,1219/2785,1900-01-01 01:54:26,2020-07-04 01:54:26-01:00,3.0,130,015000,2020-07-04,ARIS_2020_07_04
2020-07-04,1304,July 4,01:50,01:54:43,1304/2785,1900-01-01 01:54:43,2020-07-04 01:54:43-01:00,17.0,130,015000,2020-07-04,ARIS_2020_07_04
2020-07-04,1459,July 4,01:50,01:55:17,1459/2785,1900-01-01 01:55:17,2020-07-04 01:55:17-01:00,34.0,131,015000,2020-07-04,ARIS_2020_07_04
2020-07-04,1697,July 4,01:50,01:56:07,1697/2785,1900-01-01 01:56:07,2020-07-04 01:56:07-01:00,50.0,132,015000,2020-07-04,ARIS_2020_07_04
2020-07-04,2493,July 4,01:50,01:58:56,2493/2785,1900-01-01 01:58:56,2020-07-04 01:58:56-01:00,169.0,133,015000,2020-07-04,ARIS_2020_07_04
2020-07-04,2579,July 4,01:50,01:59:14,2579/2785,1900-01-01 01:59:14,2020-07-04 01:59:14-01:00,18.0,133,015000,2020-07-04,ARIS_2020_07_04
2020-07-04,73,July 4,02:10,02:10:18,73/2783,1900-01-01 02:10:18,2020-07-04 02:10:18-01:00,664.0,134,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,474,July 4,02:10,02:11:43,474/2783,1900-01-01 02:11:43,2020-07-04 02:11:43-01:00,85.0,135,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,632,July 4,02:10,02:12:17,632/2783,1900-01-01 02:12:17,2020-07-04 02:12:17-01:00,34.0,136,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,661,July 4,02:10,02:12:24,661/2783,1900-01-01 02:12:24,2020-07-04 02:12:24-01:00,7.0,136,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,793,July 4,02:10,02:12:53,793/2783,1900-01-01 02:12:53,2020-07-04 02:12:53-01:00,29.0,137,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,1083,July 4,02:10,02:13:55,1083/2783,1900-01-01 02:13:55,2020-07-04 02:13:55-01:00,62.0,138,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,1141,July 4,02:10,02:14:07,1141/2783,1900-01-01 02:14:07,2020-07-04 02:14:07-01:00,12.0,138,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,1528,July 4,02:10,02:15:30,1528/2783,1900-01-01 02:15:30,2020-07-04 02:15:30-01:00,83.0,139,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,1937,July 4,02:10,02:16:58,1937/2783,1900-01-01 02:16:58,2020-07-04 02:16:58-01:00,88.0,140,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,2326,July 4,02:10,02:18:20,2326/2783,1900-01-01 02:18:20,2020-07-04 02:18:20-01:00,82.0,141,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,2335,July 4,02:10,02:18:22,2335/2783,1900-01-01 02:18:22,2020-07-04 02:18:22-01:00,2.0,141,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,2539,July 4,02:10,02:19:07,2539/2783,1900-01-01 02:19:07,2020-07-04 02:19:07-01:00,45.0,142,021000,2020-07-04,ARIS_2020_07_04
2020-07-04,93,July 4,02:30,02:30:23,93/2770,1900-01-01 02:30:23,2020-07-04 02:30:23-01:00,676.0,143,023000,2020-07-04,ARIS_2020_07_04
2020-07-04,300,July 4,02:30,02:31:08,300/2770,1900-01-01 02:31:08,2020-07-04 02:31:08-01:00,45.0,144,023000,2020-07-04,ARIS_2020_07_04
2020-07-04,651,July 4,02:30,02:32:26,651/2770,1900-01-01 02:32:26,2020-07-04 02:32:26-01:00,78.0,145,023000,2020-07-04,ARIS_2020_07_04
2020-07-04,836,July 4,02:30,02:33:07,836/2770,1900-01-01 02:33:07,2020-07-04 02:33:07-01:00,41.0,146,023000,2020-07-04,ARIS_2020_07_04
2020-07-04,1125,July 4,02:30,02:34:09,1125/2770,1900-01-01 02:34:09,2020-07-04 02:34:09-01:00,62.0,147,023000,2020-07-04,ARIS_2020_07_04
2020-07-04,1529,July 4,02:30,02:35:34,1529/2770,1900-01-01 02:35:34,2020-07-04 02:35:34-01:00,85.0,148,023000,2020-07-04,ARIS_2020_07_04
2020-07-04,1682,July 4,02:30,02:36:08,1682/2770,1900-01-01 02:36:08,2020-07-04 02:36:08-01:00,34.0,149,023000,2020-07-04,ARIS_2020_07_04
2020-07-04,2314,July 4,02:30,02:38:23,2314/2770,1900-01-01 02:38:23,2020-07-04 02:38:23-01:00,135.0,150,023000,2020-07-04,ARIS_2020_07_04
2020-07-04,221,July 4,03:00,03:00:49,221/2803,1900-01-01 03:00:49,2020-07-04 03:00:49-01:00,1346.0,151,030000,2020-07-04,ARIS_2020_07_04
2020-07-04,659,July 4,03:00,03:02:22,659/2803,1900-01-01 03:02:22,2020-07-04 03:02:22-01:00,93.0,152,030000,2020-07-04,ARIS_2020_07_04
2020-07-04,1884,July 4,03:00,03:06:42,1884/2803,1900-01-01 03:06:42,2020-07-04 03:06:42-01:00,260.0,153,030000,2020-07-04,ARIS_2020_07_04
2020-07-04,1987,July 4,03:00,03:07:06,1987/2803,1900-01-01 03:07:06,2020-07-04 03:07:06-01:00,24.0,154,030000,2020-07-04,ARIS_2020_07_04
2020-07-04,326,July 4,03:10,03:11:13,326/2757,1900-01-01 03:11:13,2020-07-04 03:11:13-01:00,247.0,155,031000,2020-07-04,ARIS_2020_07_04
2020-07-04,368,July 4,03:10,03:11:23,368/2757,1900-01-01 03:11:23,2020-07-04 03:11:23-01:00,10.0,155,031000,2020-07-04,ARIS_2020_07_04
2020-07-04,950,July 4,03:10,03:13:29,950/2757,1900-01-01 03:13:29,2020-07-04 03:13:29-01:00,126.0,156,031000,2020-07-04,ARIS_2020_07_04
2020-07-04,1239,July 4,03:10,03:14:32,1239/2757,1900-01-01 03:14:32,2020-07-04 03:14:32-01:00,63.0,157,031000,2020-07-04,ARIS_2020_07_04
2020-07-04,1701,July 4,03:10,03:16:11,1701/2757,1900-01-01 03:16:11,2020-07-04 03:16:11-01:00,99.0,158,031000,2020-07-04,ARIS_2020_07_04
2020-07-04,2519,July 4,03:10,03:19:08,2519/2757,1900-01-01 03:19:08,2020-07-04 03:19:08-01:00,177.0,159,031000,2020-07-04,ARIS_2020_07_04
2020-07-04,2651,July 4,03:10,03:19:35,2651/2757,1900-01-01 03:19:35,2020-07-04 03:19:35-01:00,27.0,160,031000,2020-07-04,ARIS_2020_07_04
2020-07-04,87,July 4,04:20,04:20:21,87/2765,1900-01-01 04:20:21,2020-07-04 04:20:21-01:00,3646.0,161,042000,2020-07-04,ARIS_2020_07_04
2020-07-04,110,July 4,04:20,04:20:26,110/2765,1900-01-01 04:20:26,2020-07-04 04:20:26-01:00,5.0,161,042000,2020-07-04,ARIS_2020_07_04
2020-07-04,485,July 4,04:20,04:21:45,485/2765,1900-01-01 04:21:45,2020-07-04 04:21:45-01:00,79.0,162,042000,2020-07-04,ARIS_2020_07_04
2020-07-04,1600,July 4,04:20,04:25:48,1600/2765,1900-01-01 04:25:48,2020-07-04 04:25:48-01:00,243.0,163,042000,2020-07-04,ARIS_2020_07_04
2020-07-04,2409,July 4,04:20,04:28:43,2409/2765,1900-01-01 04:28:43,2020-07-04 04:28:43-01:00,175.0,164,042000,2020-07-04,ARIS_2020_07_04
2020-07-04,2653,July 4,04:20,04:29:34,2653/2765,1900-01-01 04:29:34,2020-07-04 04:29:34-01:00,51.0,165,042000,2020-07-04,ARIS_2020_07_04
2020-07-04,1465,July 4,04:50,04:55:20,1465/2772,1900-01-01 04:55:20,2020-07-04 04:55:20-01:00,1546.0,166,045000,2020-07-04,ARIS_2020_07_04
2020-07-04,433,July 4,05:10,05:11:33,433/2753,1900-01-01 05:11:33,2020-07-04 05:11:33-01:00,973.0,167,051000,2020-07-04,ARIS_2020_07_04
2020-07-04,1986,July 4,05:20,05:27:13,1986/2764,1900-01-01 05:27:13,2020-07-04 05:27:13-01:00,940.0,168,052000,2020-07-04,ARIS_2020_07_04
2020-07-04,1656,July 4,06:50,06:55:59,1656/2785,1900-01-01 06:55:59,2020-07-04 06:55:59-01:00,5326.0,169,065000,2020-07-04,ARIS_2020_07_04
2020-07-04,2185,July 4,06:50,06:57:50,2185/2785,1900-01-01 06:57:50,2020-07-04 06:57:50-01:00,111.0,170,065000,2020-07-04,ARIS_2020_07_04
2020-07-04,2233,July 4,07:30,07:38:07,2233/2737,1900-01-01 07:38:07,2020-07-04 07:38:07-01:00,2417.0,171,073000,2020-07-04,ARIS_2020_07_04
2020-07-04,701,July 4,00:10,12:12:32,701/2792,1900-01-01 12:12:32,2020-07-04 12:12:32-01:00,16465.0,172,001000,2020-07-04,ARIS_2020_07_04
2020-07-04,1056,July 4,00:10,12:13:47,1056/2792,1900-01-01 12:13:47,2020-07-04 12:13:47-01:00,75.0,173,001000,2020-07-04,ARIS_2020_07_04
2020-07-04,1368,July 4,00:10,12:14:54,1368/2792,1900-01-01 12:14:54,2020-07-04 12:14:54-01:00,67.0,174,001000,2020-07-04,ARIS_2020_07_04
2020-07-04,2341,July 4,00:10,12:18:24,2341/2792,1900-01-01 12:18:24,2020-07-04 12:18:24-01:00,210.0,175,001000,2020-07-04,ARIS_2020_07_04
2020-07-04,2429,July 4,00:10,12:18:43,2429/2792,1900-01-01 12:18:43,2020-07-04 12:18:43-01:00,19.0,175,001000,2020-07-04,ARIS_2020_07_04
2020-07-04,2720,July 4,00:10,12:19:45,2720/2792,1900-01-01 12:19:45,2020-07-04 12:19:45-01:00,62.0,176,001000,2020-07-04,ARIS_2020_07_04
2020-07-04,1871,July 4,00:30,12:36:43,1871/2773,1900-01-01 12:36:43,2020-07-04 12:36:43-01:00,1018.0,177,003000,2020-07-04,ARIS_2020_07_04
2020-07-04,2187,July 4,15:00,15:07:49,2187/2801,1900-01-01 15:07:49,2020-07-04 15:07:49-01:00,9066.0,178,150000,2020-07-04,ARIS_2020_07_04
2020-07-04,2179,July 4,20:10,20:17:47,2179/2798,1900-01-01 20:17:47,2020-07-04 20:17:47-01:00,18598.0,179,201000,2020-07-04,ARIS_2020_07_04
2020-07-04,1178,July 4,21:50,21:54:18,1178/2777,1900-01-01 21:54:18,2020-07-04 21:54:18-01:00,5791.0,180,215000,2020-07-04,ARIS_2020_07_04
2020-07-04,409,July 4,22:20,22:21:30,409/2805,1900-01-01 22:21:30,2020-07-04 22:21:30-01:00,1632.0,181,222000,2020-07-04,ARIS_2020_07_04
2020-07-04,1992,July 4,22:20,22:27:06,1992/2805,1900-01-01 22:27:06,2020-07-04 22:27:06-01:00,336.0,182,222000,2020-07-04,ARIS_2020_07_04
2020-07-04,1500,July 4,22:40,22:45:22,1500/2798,1900-01-01 22:45:22,2020-07-04 22:45:22-01:00,1096.0,183,224000,2020-07-04,ARIS_2020_07_04
2020-07-04,2762,July 4,23:20,23:29:50,2762/2808,1900-01-01 23:29:50,2020-07-04 23:29:50-01:00,2668.0,184,232000,2020-07-04,ARIS_2020_07_04
2020-07-04,2782,July 4,23:20,23:29:54,2782/2808,1900-01-01 23:29:54,2020-07-04 23:29:54-01:00,4.0,184,232000,2020-07-04,ARIS_2020_07_04
2020-07-04,990,July 4,23:30,23:33:35,990/2783,1900-01-01 23:33:35,2020-07-04 23:33:35-01:00,221.0,185,233000,2020-07-04,ARIS_2020_07_04
2020-07-04,1758,July 4,23:30,23:36:20,1758/2785,1900-01-01 23:36:20,2020-07-04 23:36:20-01:00,165.0,186,233000,2020-07-04,ARIS_2020_07_04
2020-07-04,2014,July 4,23:30,23:37:15,2014/2783,1900-01-01 23:37:15,2020-07-04 23:37:15-01:00,55.0,187,233000,2020-07-04,ARIS_2020_07_04
2020-07-05,319,July 5,00:00,00:01:09,319/2791,1900-01-01 00:01:09,2020-07-05 00:01:09-01:00,1434.0,188,000000,2020-07-05,ARIS_2020_07_05
2020-07-05,855,July 5,00:00,00:03:04,855/2791,1900-01-01 00:03:04,2020-07-05 00:03:04-01:00,115.0,189,000000,2020-07-05,ARIS_2020_07_05
2020-07-05,1073,July 5,00:00,00:03:51,1073/2791,1900-01-01 00:03:51,2020-07-05 00:03:51-01:00,47.0,190,000000,2020-07-05,ARIS_2020_07_05
2020-07-05,1446,July 5,00:00,00:05:11,1446/2791,1900-01-01 00:05:11,2020-07-05 00:05:11-01:00,80.0,191,000000,2020-07-05,ARIS_2020_07_05
2020-07-05,461,July 5,00:40,00:41:42,461/2770,1900-01-01 00:41:42,2020-07-05 00:41:42-01:00,2191.0,192,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,1777,July 5,00:40,00:46:24,1777/2770,1900-01-01 00:46:24,2020-07-05 00:46:24-01:00,282.0,193,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,1950,July 5,00:40,00:47:02,1950/2770,1900-01-01 00:47:02,2020-07-05 00:47:02-01:00,38.0,194,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,1989,July 5,00:40,00:47:10,1989/2770,1900-01-01 00:47:10,2020-07-05 00:47:10-01:00,8.0,194,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,2073,July 5,00:40,00:47:28,2073/2770,1900-01-01 00:47:28,2020-07-05 00:47:28-01:00,18.0,194,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,2189,July 5,00:40,00:47:53,2189/2770,1900-01-01 00:47:53,2020-07-05 00:47:53-01:00,25.0,195,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,2447,July 5,00:40,00:48:50,2447/2770,1900-01-01 00:48:50,2020-07-05 00:48:50-01:00,57.0,196,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,2527,July 5,00:40,00:49:07,2527/2770,1900-01-01 00:49:07,2020-07-05 00:49:07-01:00,17.0,196,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,2576,July 5,00:40,00:49:17,2576/2770,1900-01-01 00:49:17,2020-07-05 00:49:17-01:00,10.0,196,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,2722,July 5,00:40,00:49:48,2722/2770,1900-01-01 00:49:48,2020-07-05 00:49:48-01:00,31.0,197,004000,2020-07-05,ARIS_2020_07_05
2020-07-05,-1,July 5,01:20,01:28:32,-1/0000,1900-01-01 01:28:32,2020-07-05 01:28:32-01:00,2324.0,198,012000,2020-07-05,ARIS_2020_07_05
2020-07-05,274,July 5,01:40,01:40:00,274/2785,1900-01-01 01:40:00,2020-07-05 01:40:00-01:00,688.0,199,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,39,July 5,01:40,01:40:09,39/2785,1900-01-01 01:40:09,2020-07-05 01:40:09-01:00,9.0,199,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,234,July 5,01:40,01:40:51,234/2785,1900-01-01 01:40:51,2020-07-05 01:40:51-01:00,42.0,200,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,681,July 5,01:40,01:42:27,681/2785,1900-01-01 01:42:27,2020-07-05 01:42:27-01:00,96.0,201,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,1445,July 5,01:40,01:45:11,1445/2785,1900-01-01 01:45:11,2020-07-05 01:45:11-01:00,164.0,202,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,1535,July 5,01:40,01:45:30,1535/2785,1900-01-01 01:45:30,2020-07-05 01:45:30-01:00,19.0,202,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,1585,July 5,01:40,01:45:42,1585/2785,1900-01-01 01:45:42,2020-07-05 01:45:42-01:00,12.0,202,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,1895,July 5,01:40,01:46:49,1895/2785,1900-01-01 01:46:49,2020-07-05 01:46:49-01:00,67.0,203,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,2209,July 5,01:40,01:47:55,2209/2785,1900-01-01 01:47:55,2020-07-05 01:47:55-01:00,66.0,204,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,2330,July 5,01:40,01:48:21,2330/2785,1900-01-01 01:48:21,2020-07-05 01:48:21-01:00,26.0,205,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,2745,July 5,01:40,01:49:50,2745/2785,1900-01-01 01:49:50,2020-07-05 01:49:50-01:00,89.0,206,014000,2020-07-05,ARIS_2020_07_05
2020-07-05,13,July 5,02:30,02:30:03,13/2775,1900-01-01 02:30:03,2020-07-05 02:30:03-01:00,2413.0,207,023000,2020-07-05,ARIS_2020_07_05
2020-07-05,424,July 5,02:30,02:31:33,424/2775,1900-01-01 02:31:33,2020-07-05 02:31:33-01:00,90.0,208,023000,2020-07-05,ARIS_2020_07_05
2020-07-05,646,July 5,02:30,02:32:20,646/2775,1900-01-01 02:32:20,2020-07-05 02:32:20-01:00,47.0,209,023000,2020-07-05,ARIS_2020_07_05
2020-07-05,949,July 5,02:30,02:33:26,949/2775,1900-01-01 02:33:26,2020-07-05 02:33:26-01:00,66.0,210,023000,2020-07-05,ARIS_2020_07_05
2020-07-05,1349,July 5,02:30,02:34:50,1349/2775,1900-01-01 02:34:50,2020-07-05 02:34:50-01:00,84.0,211,023000,2020-07-05,ARIS_2020_07_05
2020-07-05,1355,July 5,02:30,02:34:52,1355/2775,1900-01-01 02:34:52,2020-07-05 02:34:52-01:00,2.0,211,023000,2020-07-05,ARIS_2020_07_05
2020-07-05,1947,July 5,02:30,02:37:02,1947/2775,1900-01-01 02:37:02,2020-07-05 02:37:02-01:00,130.0,212,023000,2020-07-05,ARIS_2020_07_05
2020-07-05,565,July 5,02:50,02:52:02,565/2759,1900-01-01 02:52:02,2020-07-05 02:52:02-01:00,900.0,213,025000,2020-07-05,ARIS_2020_07_05
2020-07-05,1012,July 5,02:50,02:53:40,1012/2759,1900-01-01 02:53:40,2020-07-05 02:53:40-01:00,98.0,214,025000,2020-07-05,ARIS_2020_07_05
2020-07-05,1171,July 5,02:50,02:54:14,1171/2759,1900-01-01 02:54:14,2020-07-05 02:54:14-01:00,34.0,215,025000,2020-07-05,ARIS_2020_07_05
2020-07-05,1756,July 5,02:50,02:56:19,1756/2759,1900-01-01 02:56:19,2020-07-05 02:56:19-01:00,125.0,216,025000,2020-07-05,ARIS_2020_07_05
2020-07-05,2030,July 5,02:50,02:57:21,2030/2759,1900-01-01 02:57:21,2020-07-05 02:57:21-01:00,62.0,217,025000,2020-07-05,ARIS_2020_07_05
2020-07-05,2311,July 5,02:50,02:58:22,2311/2759,1900-01-01 02:58:22,2020-07-05 02:58:22-01:00,61.0,218,025000,2020-07-05,ARIS_2020_07_05
2020-07-05,2329,July 5,02:50,02:58:26,2329/2759,1900-01-01 02:58:26,2020-07-05 02:58:26-01:00,4.0,218,025000,2020-07-05,ARIS_2020_07_05
2020-07-05,2501,July 5,02:50,02:59:05,2501/2759,1900-01-01 02:59:05,2020-07-05 02:59:05-01:00,39.0,219,025000,2020-07-05,ARIS_2020_07_05
2020-07-05,268,July 5,03:10,03:10:58,268/2769,1900-01-01 03:10:58,2020-07-05 03:10:58-01:00,713.0,220,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,474,July 5,03:10,03:11:46,474/2769,1900-01-01 03:11:46,2020-07-05 03:11:46-01:00,48.0,221,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,901,July 5,03:10,03:13:17,901/2760,1900-01-01 03:13:17,2020-07-05 03:13:17-01:00,91.0,222,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,1009,July 5,03:10,03:13:42,1009/1769,1900-01-01 03:13:42,2020-07-05 03:13:42-01:00,25.0,223,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,1333,July 5,03:10,03:14:51,1333/2769,1900-01-01 03:14:51,2020-07-05 03:14:51-01:00,69.0,224,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,1916,July 5,03:10,03:16:56,1916/2769,1900-01-01 03:16:56,2020-07-05 03:16:56-01:00,125.0,225,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,1991,July 5,03:10,03:17:12,1991/2769,1900-01-01 03:17:12,2020-07-05 03:17:12-01:00,16.0,225,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,2167,July 5,03:10,03:17:50,2167/2769,1900-01-01 03:17:50,2020-07-05 03:17:50-01:00,38.0,226,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,2614,July 5,03:10,03:19:27,2614/2769,1900-01-01 03:19:27,2020-07-05 03:19:27-01:00,97.0,227,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,2733,July 5,03:10,03:19:52,2733/2769,1900-01-01 03:19:52,2020-07-05 03:19:52-01:00,25.0,228,031000,2020-07-05,ARIS_2020_07_05
2020-07-05,430,July 5,03:40,03:41:35,430/2779,1900-01-01 03:41:35,2020-07-05 03:41:35-01:00,1303.0,229,034000,2020-07-05,ARIS_2020_07_05
2020-07-05,924,July 5,03:40,03:43:18,924/2779,1900-01-01 03:43:18,2020-07-05 03:43:18-01:00,103.0,230,034000,2020-07-05,ARIS_2020_07_05
2020-07-05,1120,July 5,03:40,03:44:04,1120/2779,1900-01-01 03:44:04,2020-07-05 03:44:04-01:00,46.0,231,034000,2020-07-05,ARIS_2020_07_05
2020-07-05,1974,July 5,03:40,03:47:08,1974/2779,1900-01-01 03:47:08,2020-07-05 03:47:08-01:00,184.0,232,034000,2020-07-05,ARIS_2020_07_05
2020-07-05,2131,July 5,04:40,04:47:39,2131/2786,1900-01-01 04:47:39,2020-07-05 04:47:39-01:00,3631.0,233,044000,2020-07-05,ARIS_2020_07_05
2020-07-05,213,July 5,04:50,04:50:46,213/2775,1900-01-01 04:50:46,2020-07-05 04:50:46-01:00,187.0,234,045000,2020-07-05,ARIS_2020_07_05
2020-07-05,1338,July 5,04:50,04:54:52,1338/2775,1900-01-01 04:54:52,2020-07-05 04:54:52-01:00,246.0,235,045000,2020-07-05,ARIS_2020_07_05
2020-07-05,1352,July 5,04:50,04:54:55,1352/2775,1900-01-01 04:54:55,2020-07-05 04:54:55-01:00,3.0,235,045000,2020-07-05,ARIS_2020_07_05
2020-07-05,1363,July 5,04:50,04:54:57,1363/2775,1900-01-01 04:54:57,2020-07-05 04:54:57-01:00,2.0,235,045000,2020-07-05,ARIS_2020_07_05
2020-07-05,1617,July 5,04:50,04:55:52,1617/2775,1900-01-01 04:55:52,2020-07-05 04:55:52-01:00,55.0,236,045000,2020-07-05,ARIS_2020_07_05
2020-07-05,1939,July 5,04:50,04:57:00,1939/2775,1900-01-01 04:57:00,2020-07-05 04:57:00-01:00,68.0,237,045000,2020-07-05,ARIS_2020_07_05
2020-07-05,280,July 5,05:10,05:11:05,280/2729,1900-01-01 05:11:05,2020-07-05 05:11:05-01:00,845.0,238,051000,2020-07-05,ARIS_2020_07_05
2020-07-05,981,July 5,05:10,05:13:33,981/2729,1900-01-01 05:13:33,2020-07-05 05:13:33-01:00,148.0,239,051000,2020-07-05,ARIS_2020_07_05
2020-07-05,1565,July 5,05:10,05:15:42,1565/2729,1900-01-01 05:15:42,2020-07-05 05:15:42-01:00,129.0,240,051000,2020-07-05,ARIS_2020_07_05
2020-07-05,624,July 5,05:20,05:22:16,624/2729,1900-01-01 05:22:16,2020-07-05 05:22:16-01:00,394.0,241,052000,2020-07-05,ARIS_2020_07_05
2020-07-05,1051,July 5,05:20,05:23:47,1051/2790,1900-01-01 05:23:47,2020-07-05 05:23:47-01:00,91.0,242,052000,2020-07-05,ARIS_2020_07_05
2020-07-05,2415,July 5,05:20,05:28:38,2415/2790,1900-01-01 05:28:38,2020-07-05 05:28:38-01:00,291.0,243,052000,2020-07-05,ARIS_2020_07_05
2020-07-05,350,July 5,06:20,06:21:16,350/2780,1900-01-01 06:21:16,2020-07-05 06:21:16-01:00,3158.0,244,062000,2020-07-05,ARIS_2020_07_05
2020-07-05,800,July 5,06:20,06:22:52,800/2780,1900-01-01 06:22:52,2020-07-05 06:22:52-01:00,96.0,245,062000,2020-07-05,ARIS_2020_07_05
2020-07-05,1224,July 5,06:20,06:24:22,1224/2780,1900-01-01 06:24:22,2020-07-05 06:24:22-01:00,90.0,246,062000,2020-07-05,ARIS_2020_07_05
2020-07-05,2573,July 5,06:20,06:29:15,2573/2780,1900-01-01 06:29:15,2020-07-05 06:29:15-01:00,293.0,247,062000,2020-07-05,ARIS_2020_07_05
2020-07-05,228,July 5,06:50,06:50:50,228/2788,1900-01-01 06:50:50,2020-07-05 06:50:50-01:00,1295.0,248,065000,2020-07-05,ARIS_2020_07_05
2020-07-05,1367,July 5,07:40,07:44:53,1367/2781,1900-01-01 07:44:53,2020-07-05 07:44:53-01:00,3243.0,249,074000,2020-07-05,ARIS_2020_07_05
2020-07-05,2416,July 5,07:40,07:48:41,2416/2781,1900-01-01 07:48:41,2020-07-05 07:48:41-01:00,228.0,250,074000,2020-07-05,ARIS_2020_07_05
2020-07-05,1388,July 5,21:40,21:45:02,1388/2771,1900-01-01 21:45:02,2020-07-05 21:45:02-01:00,50181.0,251,214000,2020-07-05,ARIS_2020_07_05
2020-07-05,168,July 5,22:00,22:00:37,168/2795,1900-01-01 22:00:37,2020-07-05 22:00:37-01:00,935.0,252,220000,2020-07-05,ARIS_2020_07_05
2020-07-05,1564,July 5,23:00,22:05:38,1564/2779,1900-01-01 22:05:38,2020-07-05 22:05:38-01:00,301.0,253,230000,2020-07-05,ARIS_2020_07_05
2020-07-05,2101,July 5,22:00,22:07:32,2101/2795,1900-01-01 22:07:32,2020-07-05 22:07:32-01:00,114.0,254,220000,2020-07-05,ARIS_2020_07_05
2020-07-05,2557,July 5,22:00,22:09:09,2557/2795,1900-01-01 22:09:09,2020-07-05 22:09:09-01:00,97.0,255,220000,2020-07-05,ARIS_2020_07_05
2020-07-05,482,July 5,22:30,22:31:45,482/2779,1900-01-01 22:31:45,2020-07-05 22:31:45-01:00,1356.0,256,223000,2020-07-05,ARIS_2020_07_05
2020-07-05,333,July 5,23:40,22:41:14,333/2764,1900-01-01 22:41:14,2020-07-05 22:41:14-01:00,569.0,257,234000,2020-07-05,ARIS_2020_07_05
2020-07-09,35,July 9,00:20,00:20:19,35/2802,1900-01-01 00:20:19,2020-07-09 00:20:19-01:00,5945.0,258,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,142,July 9,00:20,00:20:31,142/2802,1900-01-01 00:20:31,2020-07-09 00:20:31-01:00,12.0,258,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,245,July 9,00:20,00:20:53,245/2802,1900-01-01 00:20:53,2020-07-09 00:20:53-01:00,22.0,259,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,293,July 9,00:20,00:21:03,293/2802,1900-01-01 00:21:03,2020-07-09 00:21:03-01:00,10.0,259,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,348,July 9,00:20,00:21:15,348/2802,1900-01-01 00:21:15,2020-07-09 00:21:15-01:00,12.0,259,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,413,July 9,00:20,00:21:28,413/2802,1900-01-01 00:21:28,2020-07-09 00:21:28-01:00,13.0,259,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,658,July 9,00:20,00:22:21,658/2802,1900-01-01 00:22:21,2020-07-09 00:22:21-01:00,53.0,260,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,900,July 9,00:20,00:23:13,900/2802,1900-01-01 00:23:13,2020-07-09 00:23:13-01:00,52.0,261,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,1014,July 9,00:20,00:23:37,1014/2802,1900-01-01 00:23:37,2020-07-09 00:23:37-01:00,24.0,262,002000,2020-07-09,ARIS_2020_07_09
2020-07-09,1903,July 9,00:20,00:26:46,1903/2802,1900-01-01 00:26:46,2020-07-09 00:26:46-01:00,189.0,263,002000,2020-07-09,ARIS_2020_07_09
